,License Type,License Creation Date,Business Name,Address Building,Address Street Name,Address ZIP,Census Tract,Longitude,Latitude,Location
412,Business,2007-05-16,"MEXICO LINDO RESTAURANT, INC.",459,2ND AVE,10010,36061006600,-73.97962225,40.73965084,"(40.73965084150079, -73.97962224554045)"
413,Business,2018-04-18,CHICK & CO LLC,26,CARMINE ST,10014,36061006700,-74.00281070000003,40.73020791,"(40.730207913184806, -74.00281069968041)"
414,Business,2017-08-22,"SANGE REST, INC",168,W 4TH ST,10014,36061006700,-74.00144327,40.73206339,"(40.73206339279665, -74.00144327493952)"
415,Business,2017-08-03,MICBRUARD LLC,13,CARMINE ST,10014,36061006700,-74.00227671,40.73039457,"(40.73039456833966, -74.00227670919908)"
416,Business,2017-05-24,"FIRST, LLC",57,7TH AVE S,10014,36061006700,-74.00398341,40.73153085,"(40.73153085052944, -74.00398340699935)"
417,Business,2016-07-28,"JOSAN & JOSAN, INC.",73,7TH AVE S,10014,36061006700,-74.00350356,40.73229391,"(40.73229390792666, -74.00350356203653)"
418,Business,2016-06-01,"BL 30 CARMINE NY, LLC",30,CARMINE ST,10014,36061006700,-74.00293337,40.73016948,"(40.73016948355064, -74.00293337294273)"
419,Business,2016-04-21,BKUK 7 CORP.,1,7TH AVE S,10014,36061006700,-74.00505849,40.72963693,"(40.72963692725109, -74.00505849446525)"
420,Business,2016-03-28,289 BLEECKER RESTAURANT LLC,289,BLEECKER ST,10014,36061006700,-74.00347108,40.7320908,"(40.73209079707278, -74.0034710776578)"
421,Business,2015-11-16,BOBWHITE COUNTER LLC,57,7TH AVE S,10014,36061006700,-74.00398341,40.73153085,"(40.73153085052944, -74.00398340699935)"
422,Business,2015-08-13,FRENCH CUISINE INC,78,CARMINE ST,10014,36061006700,-74.0045209,40.72968636,"(40.72968635521218, -74.00452089747903)"
423,Business,2015-07-02,ROHART INC,225,VARICK ST,10014,36061006700,-74.00524968,40.72916482,"(40.72916482072673, -74.00524968423946)"
424,Business,2015-05-08,INTERNATIONAL HOSPITALITY CONCEPTS LLC,29,7TH AVE S,10014,36061006700,-74.00439469,40.73081171,"(40.73081170977062, -74.00439468964238)"
425,Business,2015-03-11,10 DOWNING RESTAURANT LLC,10,DOWNING ST,10014,36061006700,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
426,Business,2014-08-07,NOODLE BAR LLC,26,CARMINE ST,10014,36061006700,-74.00280348,40.73020791,"(40.73020791336071, -74.00280348350665)"
427,Business,2014-07-29,"E.D.O. FOOD IV, LLC",71,7TH AVE S,10014,36061006700,-74.00351799,40.73226920000001,"(40.73226920469593, -74.00351799353166)"
428,Business,2014-07-03,CARAPINA LLC,233,BLEECKER ST,10014,36061006700,-74.00251124,40.73041652,"(40.73041652150573, -74.00251123633063)"
429,Business,2014-05-08,"NAUGHTY GULL, LLC",420,HUDSON ST,10014,36061006700,-74.00680848,40.73043556,"(40.73043556089301, -74.0068084832097)"
430,Business,2013-10-04,"CALIENTE CAB REST. CO., INC.",57,7TH AVE S,10014,36061006700,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
431,Business,2013-05-30,"JACK'S COFFEE IV, LLC",10,DOWNING ST,10014,36061006700,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
432,Business,2012-09-26,NACO NYC LLC,10,DOWNING ST,10014,36061006700,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
433,Business,2012-09-05,LA VILLETTE LLC,10,DOWNING ST,10014,36061006700,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
434,Business,2012-04-23,11 CARMINE TACOS LLC,11,CARMINE ST,10014,36061006700,-74.00220094,40.73042202,"(40.73042201736517, -74.00220094006892)"
435,Business,2012-04-12,"ZOSSIMA, INC.",27 1/2,MORTON ST,10014,36061006700,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
436,Business,2012-02-14,RARO INC.,29,7TH AVE S,10014,36061006700,-74.00439469,40.73081171,"(40.73081170977062, -74.00439468964238)"
437,Business,2012-01-05,AYZA UPPER WEST SIDE INC.,1,7TH AVE S,10014,36061006700,-74.00505849,40.72963693,"(40.72963692725109, -74.00505849446525)"
438,Business,2011-07-08,"BLEECKER SPAGHETTO, LLC",232,BLEECKER ST,10014,36061006700,-74.00242824,40.73024086,"(40.730240858948704, -74.00242824367143)"
439,Business,2011-03-23,"GRILLADE, LLC",28,7TH AVE S,10014,36061006700,-74.00460394,40.73048508,"(40.73048507573195, -74.0046039380107)"
440,Business,2009-07-15,"SPUNTO, INC.",65,CARMINE ST,10014,36061006700,-74.00437658,40.729744,"(40.72974400065336, -74.00437657891918)"
441,Business,2007-04-16,"CALIENTE CAB REST. CO., INC.",61,7TH AVE S,10014,36061006700,-74.00392929,40.73162966,"(40.73162966356138, -74.00392929044827)"
442,Business,2007-04-15,GADBERRY PIZZA INC.,69,7TH AVE S,10014,36061006700,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
443,Business,2007-03-01,CORNELIA STREET CAFE INC.,29,CORNELIA ST,10014,36061006700,-74.00235251,40.73135798,"(40.73135797584184, -74.00235251324737)"
444,Business,2006-03-21,PEPE'S REST. GROUP LLC,170,W 4TH ST,10014,36061006700,-74.00147936,40.73210456,"(40.732104563657785, -74.00147935772705)"
445,Business,2005-03-14,"LA MERIDIANA, LTD.",26,CARMINE ST,10014,36061006700,-74.00280348,40.73020791,"(40.73020791336071, -74.00280348350665)"
446,Business,2005-02-23,GREENWICH VILLAGE BISTRO LTD.,13,CARMINE ST,10014,36061006700,-74.00227671,40.73039457,"(40.73039456833966, -74.00227670919908)"
447,Business,2005-02-14,N.E.C.F. INC.,63,CARMINE ST,10014,36061006700,-74.00434411,40.72975498,"(40.7297549809049, -74.0043441070791)"
448,Business,2005-01-03,SANGE REST. INC.,168,W 4TH ST,10014,36061006700,-74.00144327,40.73206339,"(40.73206339279665, -74.00144327493952)"
449,Business,2004-12-20,KARAVAS FOOD LTD,162,W 4TH ST,10014,36061006700,-74.00132781,40.73193714,"(40.73193713547279, -74.00132781042846)"
450,Business,2018-11-29,380 EAST VENTURES LLC,380,3RD AVE,10016,36061006800,-73.98114813,40.74159164,"(40.74159164062547, -73.9811481334991)"
451,Business,2018-01-10,23 LEXINGTON TENANT LLC,23,LEXINGTON AVE,10010,36061006800,-73.98459127,40.73969827,"(40.73969827431133, -73.98459127445521)"
452,Business,2017-04-07,CARRA LLC,338,3RD AVE,10010,36061006800,-73.98228890000001,40.74002731,"(40.74002731345265, -73.98228889963036)"
453,Business,2017-02-28,MFRF ENTERPRISES INC,358,3RD AVE,10016,36061006800,-73.98170408,40.74082869,"(40.740828689460706, -73.98170408334104)"
454,Business,2016-08-09,BLT/MAIN STREET LLC,111,E 22ND ST,10010,36061006800,-73.98601317,40.7391797,"(40.73917969768135, -73.98601317205728)"
455,Business,2014-09-04,"GL HOSPITALITY GROUP, LLC",338,3RD AVE,10010,36061006800,-73.98228890000001,40.74002731,"(40.74002731345265, -73.98228889963036)"
456,Business,2014-08-06,"26TH STREET RESTAURANT, LLC",345,PARK AVE S,10010,36061006800,-73.98531618,40.74160872,"(40.741608715967466, -73.98531618219398)"
457,Business,2014-06-04,Cibus Inc.,358,3RD AVE,10016,36061006800,-73.98170408,40.74082869,"(40.740828689460706, -73.98170408334104)"
458,Business,2013-02-22,SARABETH'S PAS LLC,381,PARK AVE S,10016,36061006800,-73.98464114,40.74253361,"(40.74253360894918, -73.98464114127226)"
459,Business,2012-02-14,"26TH STREET HOSPITALITY GROUP, LLC",365,PARK AVE S,10016,36061006800,-73.98487217,40.74221799,"(40.74221799319669, -73.98487217321991)"
460,Business,2009-05-19,"VALDOME, INC.",122,E 27TH ST,10016,36061006800,-73.98348641,40.74225897,"(40.74225897409933, -73.98348640792182)"
461,Business,2007-05-30,384 3RD AVE REST LLC,384,3RD AVE,10016,36061006800,-73.98107593,40.74168770000001,"(40.741687695069615, -73.98107593214735)"
462,Business,2007-04-16,"M.E.G.RESTAURANT ENTERPRISES,LTD.",102,E 22ND ST,10010,36061006800,-73.98629101,40.73927854,"(40.73927854215839, -73.98629101182301)"
463,Business,2006-07-25,SALVATORE'S CORP.,378,3RD AVE,10016,36061006800,-73.98118063,40.74154224,"(40.74154224042086, -73.98118062578386)"
464,Business,2006-05-04,J.M.M.T. CAFE INC.,360,3RD AVE,10016,36061006800,-73.98165715,40.74089181,"(40.740891811275766, -73.98165715335558)"
465,Business,2006-01-17,RBG VILLAGE LLC,380,3RD AVE,10016,36061006800,-73.98114813,40.74159164,"(40.74159164062547, -73.9811481334991)"
466,Business,2005-06-23,BLT/MAIN STREET LLC,111,E 22ND ST,10010,36061006800,-73.98601317,40.7391797,"(40.73917969768135, -73.98601317205728)"
467,Business,2005-03-11,PMC CORP.,354,3RD AVE,10010,36061006800,-73.98187736,40.74058992,"(40.74058992348967, -73.98187736406769)"
468,Business,2005-03-04,"BLUE SMOKE, LLC",116,E 27TH ST,10016,36061006800,-73.98368848,40.74234409,"(40.74234409016808, -73.98368847649913)"
469,Business,2004-12-17,LAMARCA INC.,161,E 22ND ST,10010,36061006800,-73.98449411,40.73853723,"(40.73853723119184, -73.98449411243489)"
470,Business,2018-08-22,STEM 330 LLC,455,HUDSON ST,10014,36061006900,-74.00669672,40.73128095,"(40.73128095200977, -74.00669671709193)"
471,Business,2015-09-28,VILLAGE RESTAURANT GROUP LLC,447,HUDSON ST,10014,36061006900,-74.00672917,40.73105588,"(40.7310558802116, -74.00672916766828)"
472,Business,2007-04-16,D.E.L. INC,455,HUDSON ST,10014,36061006900,-74.00669672,40.73128095,"(40.73128095200977, -74.00669671709193)"
473,Business,2017-05-10,STEEL PAN LLC,447,3RD AVE,10016,36061007000,-73.97960297,40.74368013,"(40.74368013256662, -73.979602969044)"
475,Business,2014-01-16,MUNSTER CAFE LLC,497,3RD AVE,10016,36061007000,-73.97835376,40.74538714,"(40.745387138999995, -73.97835376389239)"
476,Business,2010-03-30,THIRD AVE CAFE LLC,431,3RD AVE,10016,36061007000,-73.97988457,40.74329317,"(40.74329317230181, -73.97988457357077)"
477,Business,2009-11-25,VINO FIVE GROUP LLC,201,E 31ST ST,10016,36061007000,-73.97915908,40.74368829,"(40.74368828735028, -73.97915908205314)"
478,Business,2009-04-22,AAM RESTAURANT LLC,415,3RD AVE,10016,36061007000,-73.98033586,40.74267568,"(40.74267568137549, -73.98033585527597)"
479,Business,2007-03-01,STS RESTAURANT CORP.,505,3RD AVE,10016,36061007000,-73.97818768,40.74562316,"(40.745623156125156, -73.97818767680245)"
480,Business,2006-03-29,STS RESTAURANT CORP.,505,3RD AVE,10016,36061007000,-73.97818768,40.74562316,"(40.745623156125156, -73.97818767680245)"
481,Business,2005-05-13,"449 RESTAURANT, INC.",449,3RD AVE,10016,36061007000,-73.97956687,40.74372679,"(40.74372678692098, -73.97956686656951)"
482,Business,2005-02-03,ARECAT REST. CORP.,501,3RD AVE,10016,36061007000,-73.97827072,40.74550515,"(40.745505147593484, -73.9782707204945)"
483,Business,2003-03-21,603 SECOND AVE. CORP.,603,2ND AVE,10016,36061007000,-73.97628628,40.74419826,"(40.74419825520961, -73.97628628217099)"
484,Business,2018-08-23,BL 55 GREENWICH NY LLC,55,GREENWICH AVE,10014,36061007100,-74.00067838,40.73582920000001,"(40.735829202185954, -74.00067837755917)"
485,Business,2018-05-30,TAPESTRY MANAGEMENT LLC,60,GREENWICH AVE,10011,36061007100,-74.00076859,40.73602408,"(40.736024079092125, -74.00076858958887)"
486,Business,2018-05-23,1 PERRY LLC,1,PERRY ST,10014,36061007100,-74.00084797,40.73591429,"(40.73591428841001, -74.00084797303181)"
487,Business,2017-07-06,SUPER NORIEGA LLC,173,7TH AVE S,10014,36061007100,-74.00147223,40.73590879,"(40.73590879261513, -74.00147222539765)"
488,Business,2017-04-18,"62 GREENWICH, LLC",62,GREENWICH AVE,10011,36061007100,-74.00081189,40.73609819,"(40.736098187128384, -74.00081189131377)"
489,Business,2017-04-07,"BLF BIG APPLE, LLC",33,GREENWICH AVE,10014,36061007100,-74.00023093,40.73508538,"(40.7350853758031, -74.00023093446343)"
490,Business,2016-06-23,MOONBLU INC,361,6TH AVE,10014,36061007100,-74.00062061,40.73218691,"(40.73218691412531, -74.00062060937441)"
491,Business,2016-01-26,"OFF CUTS, LLC",19,GREENWICH AVE,10014,36061007100,-73.99990258,40.73453094,"(40.734530935772995, -73.9999025753339)"
492,Business,2014-07-25,"55 GREENWICH CAFE, INC.",55,GREENWICH AVE,10014,36061007100,-74.00067838,40.73582920000001,"(40.735829202185954, -74.00067837755917)"
493,Business,2014-04-22,THAI SMILE RESTAURANT INC.,3,GREENWICH AVE,10014,36061007100,-73.99963556,40.73393807,"(40.733938068420024, -73.99963556282495)"
494,Business,2013-06-24,"1 PERRY ST. RESTAURANT, INC.",57,GREENWICH AVE,10014,36061007100,-74.00078663,40.73601859,"(40.73601858946412, -74.00078663153319)"
495,Business,2013-05-14,"WHITEHALL NYC, LLC",19,GREENWICH AVE,10014,36061007100,-73.99990258,40.73453094,"(40.734530935772995, -73.9999025753339)"
496,Business,2013-01-25,"18 GREENWICH AVENUE, LLC",18,GREENWICH AVE,10011,36061007100,-74.00005052,40.73483286,"(40.73483285870073, -74.00005051672244)"
497,Business,2012-06-04,CLEW Z. ANGUS (USA) INC.,15,GREENWICH AVE,10014,36061007100,-73.99983763,40.73440742,"(40.73440742178346, -73.99983762585748)"
498,Business,2011-11-29,APICIO LLC,359,AVENUE OF THE AMERICAS,10014,36061007100,-74.00064947,40.732143,"(40.732142997892986, -74.00064947449866)"
499,Business,2011-03-22,64 GREENWICH RESTAURANT LLC,64,GREENWICH AVE,10011,36061007100,-74.00085519,40.7361723,"(40.73617229514759, -74.000855193135)"
500,Business,2011-02-15,"GUSTO GRILLED ORGANICS, INC.",519-523,AVENUE OF THE AMERICAS,10011,36061007100,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
501,Business,2010-02-05,OLIO RESTAURANTS LLC,3,GREENWICH AVE,10014,36061007100,-73.99963556,40.73393807,"(40.733938068420024, -73.99963556282495)"
502,Business,2006-02-24,FIDDLESTICKS L.L.C.,54,GREENWICH AVE,10011,36061007100,-74.00060982,40.73575784,"(40.735757838986466, -74.00060981747188)"
503,Business,2006-02-01,"WOGIE'S, INC.",39,GREENWICH AVE,10014,36061007100,-74.00042218,40.73539828,"(40.7353982771485, -74.0004221790485)"
504,Business,2006-01-17,"OLIVER KING ENTERPRISES, INC.",173,7TH AVE S,10014,36061007100,-74.00147223,40.73590879,"(40.73590879261513, -74.00147222539765)"
505,Business,2018-06-26,181 LEXINGTON AVENUE BBQ LLC,181,LEXINGTON AVE,10016,36061007200,-73.98099931,40.74463005,"(40.744630054902935, -73.98099931014639)"
506,Business,2017-04-19,"RUBY'S MIDTOWN, LLC",442,3RD AVE,10016,36061007200,-73.97970405,40.74357311,"(40.743573105163684, -73.97970404851269)"
507,Business,2016-07-26,VER34 LLC,127,E 34TH ST,10016,36061007200,-73.98015064,40.74658966,"(40.74658966289198, -73.98015064231994)"
508,Business,2016-05-13,"CURRY SHACK, CORP",430,3RD AVE,10016,36061007200,-73.98003620000001,40.74311753,"(40.743117534657394, -73.98003619561636)"
509,Business,2015-06-15,LENWICH 31ST PARK LLC,459,PARK AVE S,10016,36061007200,-73.98278558,40.74508322,"(40.74508321944474, -73.98278558272322)"
510,Business,2014-07-25,"MLGT GRILL, LLC",442,3RD AVE,10016,36061007200,-73.97970405,40.74357311,"(40.743573105163684, -73.97970404851269)"
511,Business,2014-05-21,"ENZO THIRD AVE., LLC",444-447,3RD AVE,10016,36061007200,-73.97966433,40.74362799,"(40.74362799316358, -73.9796643348405)"
512,Business,2011-05-09,BB ONE LLC,514,3RD AVE,10016,36061007200,-73.97791326,40.74602933,"(40.746029326741365, -73.97791326408628)"
513,Business,2011-02-08,HUMMUS KITCHEN MURRAY HILL INC,444,3RD AVE,10016,36061007200,-73.97966433,40.74362799,"(40.74362799316358, -73.9796643348405)"
514,Business,2010-11-01,SOI 30 INC.,430,3RD AVE,10016,36061007200,-73.98003620000001,40.74311753,"(40.743117534657394, -73.98003619561636)"
515,Business,2008-07-24,"LEXINGTON AVENUE BBQ, LLC",181,LEXINGTON AVE,10016,36061007200,-73.98099931,40.74463005,"(40.744630054902935, -73.98099931014639)"
516,Business,2006-06-20,"VEZZO, INC.",178,LEXINGTON AVE,10016,36061007200,-73.98118703,40.74440776,"(40.74440776097817, -73.98118703405517)"
517,Business,2004-12-08,"LA BOUCHERIE, INC.",411-413,PARK AVE S,10016,36061007200,-73.98385778,40.74360395,"(40.74360395448917, -73.9838577822296)"
518,Business,2018-08-17,WEST VILLAGE FINEST DELI CORP.,84,7TH AVE S,10014,36061007300,-74.00338451,40.7325629,"(40.73256289742583, -74.00338450510442)"
519,Business,2018-04-18,FIFTYTWO MERCHANTS LLC,52,GROVE ST,10014,36061007300,-74.00373453,40.73298283,"(40.73298283402084, -74.00373452543633)"
520,Business,2017-07-13,WHILE WE WERE YOUNG LLC,183,W 10TH ST,10014,36061007300,-74.00268458,40.73430309,"(40.73430308996389, -74.00268458161995)"
521,Business,2016-09-02,BOUCHERIE LLC,99,7TH AVE S,10014,36061007300,-74.00315721,40.73294991,"(40.73294991424521, -74.00315720593443)"
522,Business,2016-06-23,LEGENDARY NIGHT SPOTS INC,61,CHRISTOPHER ST,10014,36061007300,-74.0023526,40.73369651,"(40.7336965066183, -74.00235259580954)"
523,Business,2016-01-25,305 BLEECKER FOOD MARKET LLC,305,BLEECKER ST,10014,36061007300,-74.00377059,40.73260131,"(40.732601311993065, -74.00377058621886)"
524,Business,2015-03-09,"002 MERCURY TACOS, LLC",131,7TH AVE S,10014,36061007300,-74.00228407,40.73450896,"(40.73450895513339, -74.00228406641872)"
525,Business,2015-03-09,INNOVATION KITCHENS LLC,137,7TH AVE S,10014,36061007300,-74.00217221,40.73470109,"(40.73470109005268, -74.00217221476917)"
526,Business,2015-02-17,PRIME 135 NYC LLC,135,7TH AVE S,10014,36061007300,-74.00220829999998,40.73463522,"(40.73463521527956, -74.00220829588781)"
527,Business,2014-05-21,FIFTYONE MERCHANTS LLC.,51,GROVE ST,10014,36061007300,-74.00372731,40.73300205,"(40.73300204753444, -74.0037273100368)"
528,Business,2014-05-14,WINK NYC INC.,88,7TH AVE S,10014,36061007300,-74.00332317,40.73268092,"(40.73268092365134, -74.00332317134578)"
529,Business,2012-09-17,RUSTIC TABLE LLC,522,HUDSON ST,10014,36061007300,-74.00625677,40.73390771,"(40.73390770672981, -74.00625677004092)"
530,Business,2011-05-03,183 CONDECHI ASSOCIATES LLC,183,W 10TH ST,10014,36061007300,-74.00268458,40.73430309,"(40.73430308996389, -74.00268458161995)"
531,Business,2011-04-18,"FRANCIS LOUIS, LLC",570,HUDSON ST,10014,36061007300,-74.00597909,40.7356479,"(40.73564789525469, -74.00597908807325)"
532,Business,2010-03-17,L PLUS L PRODUCTIONS LLC,113,7TH AVE S,10014,36061007300,-74.00264127,40.73394353,"(40.73394352821397, -74.00264126766372)"
533,Business,2009-12-17,"CARABEAN, LLC",133,7TH AVE S,10014,36061007300,-74.00224438,40.73457209,"(40.73457208524817, -74.00224437702757)"
534,Business,2009-07-27,ZUCCA TRATTORIA INC.,95,7TH AVE S,10014,36061007300,-74.00320411,40.73285934,"(40.73285933605806, -74.00320410863861)"
535,Business,2009-02-04,NEW ORGANICO INC.,89,7TH AVE S,10014,36061007300,-74.00327627,40.7327221,"(40.73272209631094, -74.00327626649987)"
536,Business,2007-12-27,"PQ 550 HUDSON, INC.",550,HUDSON ST,10014,36061007300,-74.00607646,40.73503032,"(40.735030320649706, -74.00607645805326)"
537,Business,2007-04-24,"7TH & BARROW, LLC",87,7TH AVE S,10014,36061007300,-74.00330152,40.73267818,"(40.7326781795197, -74.00330152188506)"
538,Business,2007-04-18,FOUR GREEN FIELDS LLC.,140,7TH AVE S,10014,36061007300,-74.00217582,40.73473403,"(40.73473402702779, -74.00217582417487)"
539,Business,2007-04-16,"CEVICHERIA GROVE, INC.",100,7TH AVE S,10014,36061007300,-74.00313917,40.73303226,"(40.7330322573661, -74.00313916863686)"
540,Business,2007-03-15,PANZI ENTERPRISES LLC,92,7TH AVE S,10014,36061007300,-74.00326184,40.73279621,"(40.73279620508794, -74.0032618372355)"
541,Business,2006-09-16,BABU FOODS INC.,468,HUDSON ST,10014,36061007300,-74.00658132,40.73187932,"(40.73187931520963, -74.0065813155495)"
542,Business,2006-03-09,FOUR GREEN FIELDS LLC.,140,7TH AVE S,10014,36061007300,-74.00217582,40.73473403,"(40.73473402702779, -74.00217582417487)"
543,Business,2006-01-20,99 SOUTH REST. CORP.,99,7TH AVE S,10014,36061007300,-74.00315721,40.73294991,"(40.73294991424521, -74.00315720593443)"
544,Business,2005-03-09,LEGENDARY NIGHT SPOTS INC.,61,CHRISTOPHER ST,10014,36061007300,-74.00240672,40.7336718,"(40.7336718027139, -74.00240671905398)"
545,Business,2005-01-18,MANEKEN CORP.,466,HUDSON ST,10014,36061007300,-74.00658853,40.73183265,"(40.731832653967395, -74.0065885272907)"
546,Business,2005-01-04,ZONOR REST CORP.,225,W 4TH ST,10014,36061007300,-74.00281446,40.73380903,"(40.73380903116913, -74.00281445986249)"
547,Business,2005-01-03,ZONOR REST CORP.,225,W 4TH ST,10014,36061007300,-74.00281446,40.73380903,"(40.73380903116913, -74.00281445986249)"
548,Business,2018-08-22,"444 PARK AVENUE SOUTH ASSOCIATES, LLC",444,PARK AVE S,10016,36061007400,-73.98308161,40.74470449,"(40.74470448784597, -73.98308160808989)"
549,Business,2015-04-30,JORDYN CORP,259,5TH AVE,10016,36061007400,-73.98700799,40.74505907,"(40.745059070389715, -73.98700799170621)"
550,Business,2015-04-24,"SENANROSSA, LLC",253,5TH AVE,10016,36061007400,-73.98716682,40.74484225,"(40.744842252971516, -73.98716682468451)"
551,Business,2014-11-25,"ARTISANAL FROMAGERIE & BISTRO, LLC",2,PARK AVE,10016,36061007400,-73.98209241,40.74607671,"(40.746076713063644, -73.98209240830748)"
552,Business,2014-08-19,29TH STREET HOTEL ACQUISITION LLC,30,E 30TH ST,10016,36061007400,-73.98450341,40.74511091,"(40.745110910880406, -73.98450340913617)"
553,Business,2013-02-08,LULU & ME LLC,253,5TH AVE,10016,36061007400,-73.98716682,40.74484225,"(40.744842252971516, -73.98716682468451)"
554,Business,2011-03-14,"ONE 29 PARK, LLC",420,PARK AVE S,10016,36061007400,-73.98373864,40.7438043,"(40.74380430449326, -73.9837386425188)"
555,Business,2010-06-09,"HPA RESTAURANT, LLC",255,5TH AVE,10016,36061007400,-73.98711629,40.74491361,"(40.74491361082193, -73.98711628657243)"
556,Business,2010-05-18,MEDPARK-30 LLC,41,E 30TH ST,10016,36061007400,-73.98429411,40.74504226,"(40.74504226378823, -73.98429410946481)"
557,Business,2007-03-07,27-39 EAST 30 REST CORP,27,E 30TH ST,10016,36061007400,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
558,Business,2018-07-11,JOE & THE JUICE NEW YORK LLC,549,HUDSON ST,10014,36061007500,-74.00609811,40.73503306,"(40.73503306425874, -74.00609810839246)"
559,Business,2017-03-29,JUICERIE 3 LLC,581,HUDSON ST,10014,36061007500,-74.0058709,40.73636428,"(40.736364281384134, -74.00587089974994)"
560,Business,2016-04-19,2nd CITY WEST VILLAGE LLC,525,HUDSON ST,10014,36061007500,-74.00625318,40.73405867,"(40.73405866838886, -74.00625317592058)"
561,Business,2015-10-09,RPB PARTNERS LLC,535,HUDSON ST,10014,36061007500,-74.00617384,40.73454449,"(40.734544494086286, -74.00617383843537)"
562,Business,2014-08-20,DOPPIO HUDSON STREET LLC,581,HUDSON ST,10014,36061007500,-74.0058709,40.73636428,"(40.736364281384134, -74.00587089974994)"
563,Business,2014-02-27,UPRIGHT HOLDINGS 547 LLC,547,HUDSON ST,10014,36061007500,-74.00610893,40.7349617,"(40.73496170009432, -74.00610892689421)"
564,Business,2011-02-23,551 HUDSON RESTAURANT LLC,551,HUDSON ST,10014,36061007500,-74.00606204,40.73524167,"(40.73524166742487, -74.00606204388897)"
565,Business,2010-03-17,MOZ RESTAURANT INC.,581,HUDSON ST,10014,36061007500,-74.0058709,40.73636428,"(40.736364281384134, -74.00587089974994)"
566,Business,2010-03-12,SLICE WEST VILLAGE LTD.,535,HUDSON ST,10014,36061007500,-74.00617384,40.73454449,"(40.734544494086286, -74.00617383843537)"
567,Business,2007-06-04,SCHATZI CORP.,342,W 11TH ST,10014,36061007500,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
568,Business,2007-02-13,BACBARS GROUP LLC,533,HUDSON ST,10014,36061007500,-74.0062099,40.73433589,"(40.73433589086495, -74.00620990221154)"
569,Business,2006-09-08,"THE OTHEROOM, INC.",143,PERRY ST,10014,36061007500,-74.00798525,40.73486552,"(40.73486551889894, -74.00798525440666)"
570,Business,2006-03-01,"COWGIRL, INC.",519,HUDSON ST,10014,36061007500,-74.00628563,40.73384732,"(40.733847320571705, -74.00628563064242)"
571,Business,2006-02-16,"COBRA CATERERS, INC.",575,HUDSON ST,10014,36061007500,-74.00591057,40.73615842,"(40.73615842287837, -74.0059105741119)"
572,Business,2005-02-23,J.P.G. LLC,569,HUDSON ST,10014,36061007500,-74.00595025,40.73594982,"(40.735949819599874, -74.00595024798355)"
573,Business,2005-02-11,I MALATESTA TRATTORIA INC.,649,WASHINGTON ST,10014,36061007500,-74.00861283,40.73275476,"(40.73275475787664, -74.00861283257623)"
574,Business,2005-01-20,"567 HUDSON STREET, INC.",567,HUDSON ST,10014,36061007500,-74.00598631,40.73574122,"(40.73574121648932, -74.00598631322032)"
575,Business,2018-07-11,PRYM 1216 STREET LEVEL LLC,1216,BROADWAY,10001,36061007600,-73.98847293,40.7466155,"(40.74661549919407, -73.98847293224414)"
576,Business,2017-11-16,CG ALM LLC,254,5TH AVE,10001,36061007600,-73.98714516,40.74490812,"(40.744908124548594, -73.98714515869773)"
577,Business,2014-08-06,CG ALM LLC,254,5TH AVE,10001,36061007600,-73.98714516,40.74490812,"(40.744908124548594, -73.98714515869773)"
578,Business,2012-07-11,VFB CORP.,2,W 35TH ST,10001,36061007600,-73.98454214,40.74928842,"(40.749288423791, -73.98454213769257)"
579,Business,2011-04-20,"FRIEDFIELD BRESLIN, LLC",1186,BROADWAY,10001,36061007600,-73.98866077,40.74560819,"(40.74560819487318, -73.9886607704204)"
580,Business,2018-05-16,"UNCLE BIAGIO, LLC",103,GREENWICH AVE,10014,36061007700,-74.00181868,40.73773954,"(40.73773953778029, -74.00181868134312)"
581,Business,2016-11-04,HUDSON CAFE INC,628,HUDSON ST,10014,36061007700,-74.00554631,40.73837620000001,"(40.738376201124645, -74.00554630939729)"
582,Business,2015-08-13,ITALIAN WINE COMPANY LLC,38,8TH AVE,10014,36061007700,-74.00431578,40.73799473,"(40.737994733246396, -74.00431577622629)"
583,Business,2015-07-02,MIRTOS RESTAURANT INC,225,W 12TH ST,10011,36061007700,-74.00147948,40.73756937,"(40.73756936798383, -74.00147947906008)"
584,Business,2015-05-19,NISIDA LLC,118,GREENWICH AVE,10011,36061007700,-74.00234195,40.73866725,"(40.73866725459476, -74.00234194568691)"
585,Business,2014-07-24,GREENWICH BBQ LLC,75,GREENWICH AVE,10014,36061007700,-74.00120161,40.73672124,"(40.73672124264221, -74.0012016103804)"
587,Business,2013-08-15,VIGU INC.,628,HUDSON ST,10014,36061007700,-74.00554631,40.73837346,"(40.738373456372436, -74.00554630916882)"
