GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
1500000US360610066007,360610066007,"Block Group 7, Census Tract 66, New York County, New York",673,609,192,309,192,309,0,11,192,309,0,11,0,11,230,176,230,176,0,11,170,157,60,100,0,11,251,315,185,296,0,11,185,296,0,11,66,109
1500000US360610066008,360610066008,"Block Group 8, Census Tract 66, New York County, New York",766,315,0,11,0,11,0,11,0,11,0,11,0,11,447,264,447,264,0,11,447,264,0,11,0,11,319,224,236,246,54,90,182,227,0,11,83,99
1500000US360610066009,360610066009,"Block Group 9, Census Tract 66, New York County, New York",1491,672,0,11,0,11,0,11,0,11,0,11,0,11,991,521,991,521,0,11,941,516,50,83,0,11,500,417,64,108,0,11,64,108,0,11,436,405
1500000US360610067001,360610067001,"Block Group 1, Census Tract 67, New York County, New York",1302,269,116,90,116,90,0,11,116,90,0,11,0,11,992,211,992,211,0,11,977,209,15,25,0,11,194,91,194,91,0,11,194,91,0,11,0,11
1500000US360610067002,360610067002,"Block Group 2, Census Tract 67, New York County, New York",1636,378,116,96,116,96,0,11,116,96,0,11,0,11,1280,335,1210,325,0,11,1130,324,80,101,70,105,240,121,154,110,0,11,154,110,0,11,86,86
1500000US360610067003,360610067003,"Block Group 3, Census Tract 67, New York County, New York",994,309,0,11,0,11,0,11,0,11,0,11,0,11,913,307,892,305,0,11,872,306,20,32,21,33,81,53,81,53,0,11,81,53,0,11,0,11
1500000US360610067004,360610067004,"Block Group 4, Census Tract 67, New York County, New York",1335,322,0,11,0,11,0,11,0,11,0,11,0,11,1159,315,1150,318,0,11,1150,318,0,11,9,15,176,80,101,66,0,11,79,56,22,34,75,55
1500000US360610068001,360610068001,"Block Group 1, Census Tract 68, New York County, New York",571,300,0,11,0,11,0,11,0,11,0,11,0,11,531,271,531,271,0,11,493,266,38,59,0,11,40,68,40,68,0,11,40,68,0,11,0,11
1500000US360610068002,360610068002,"Block Group 2, Census Tract 68, New York County, New York",813,320,26,45,26,45,0,11,26,45,0,11,0,11,757,310,757,310,0,11,757,310,0,11,0,11,30,44,30,44,0,11,30,44,0,11,0,11
1500000US360610068003,360610068003,"Block Group 3, Census Tract 68, New York County, New York",1315,417,191,169,191,169,0,11,191,169,0,11,0,11,962,290,962,290,0,11,939,283,23,41,0,11,162,101,162,101,0,11,162,101,0,11,0,11
1500000US360610068004,360610068004,"Block Group 4, Census Tract 68, New York County, New York",574,292,57,92,57,92,0,11,57,92,0,11,0,11,388,247,324,246,23,37,301,244,0,11,64,76,129,105,31,50,0,11,31,50,0,11,98,102
1500000US360610068005,360610068005,"Block Group 5, Census Tract 68, New York County, New York",1293,486,0,11,0,11,0,11,0,11,0,11,0,11,1162,503,1162,503,0,11,1162,503,0,11,0,11,131,94,103,81,0,11,103,81,0,11,28,47
1500000US360610068006,360610068006,"Block Group 6, Census Tract 68, New York County, New York",1711,551,86,102,86,102,0,11,86,102,0,11,0,11,1509,530,1509,530,0,11,1509,530,0,11,0,11,116,86,116,86,0,11,85,68,31,52,0,11
1500000US360610069000,360610069000,"Block Group 0, Census Tract 69, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610069001,360610069001,"Block Group 1, Census Tract 69, New York County, New York",2228,209,318,96,318,96,0,11,318,96,0,11,0,11,1662,157,1648,156,0,11,1560,161,88,87,14,24,248,79,222,72,0,11,206,75,16,24,26,30
1500000US360610070001,360610070001,"Block Group 1, Census Tract 70, New York County, New York",2282,583,198,176,198,176,0,11,198,176,0,11,0,11,1966,567,1966,567,0,11,1966,567,0,11,0,11,118,90,63,64,0,11,63,64,0,11,55,63
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",886,473,27,44,27,44,0,11,27,44,0,11,0,11,704,454,704,454,0,11,631,484,73,117,0,11,155,149,155,149,0,11,155,149,0,11,0,11
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",1655,448,34,56,34,56,0,11,34,56,0,11,0,11,1148,408,1120,410,0,11,1120,410,0,11,28,45,473,245,409,237,0,11,378,245,31,53,64,74
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",771,386,60,81,60,81,0,11,60,81,0,11,0,11,539,350,539,350,0,11,539,350,0,11,0,11,172,98,114,97,0,11,61,81,53,62,58,49
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",1587,543,208,151,208,151,0,11,208,151,0,11,0,11,1212,472,1212,472,0,11,1024,446,188,165,0,11,167,117,167,117,0,11,140,113,27,45,0,11
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",1239,452,48,71,48,71,0,11,48,71,0,11,0,11,1062,415,1034,422,0,11,1034,422,0,11,28,47,129,150,129,150,0,11,129,150,0,11,0,11
1500000US360610071001,360610071001,"Block Group 1, Census Tract 71, New York County, New York",915,405,137,97,137,97,0,11,137,97,0,11,0,11,667,406,667,406,0,11,667,406,0,11,0,11,111,62,66,37,0,11,66,37,0,11,45,52
1500000US360610071002,360610071002,"Block Group 2, Census Tract 71, New York County, New York",1389,285,86,83,53,66,0,11,53,66,0,11,33,51,918,240,901,241,0,11,901,241,0,11,17,28,385,136,372,133,0,11,343,127,29,34,13,22
1500000US360610071003,360610071003,"Block Group 3, Census Tract 71, New York County, New York",651,190,107,69,107,69,0,11,107,69,0,11,0,11,398,146,398,146,0,11,398,146,0,11,0,11,146,79,137,79,18,31,91,60,28,34,9,14
1500000US360610071004,360610071004,"Block Group 4, Census Tract 71, New York County, New York",1530,319,100,78,100,78,0,11,100,78,0,11,0,11,1341,305,1327,305,0,11,1327,305,0,11,14,21,89,59,89,59,19,31,70,50,0,11,0,11
1500000US360610071005,360610071005,"Block Group 5, Census Tract 71, New York County, New York",1107,263,79,74,79,74,0,11,79,74,0,11,0,11,859,228,859,228,0,11,845,228,14,23,0,11,169,91,118,66,0,11,118,66,0,11,51,66
1500000US360610072001,360610072001,"Block Group 1, Census Tract 72, New York County, New York",951,504,121,138,121,138,0,11,121,138,0,11,0,11,554,370,554,370,0,11,554,370,0,11,0,11,276,201,239,193,0,11,239,193,0,11,37,60
1500000US360610072002,360610072002,"Block Group 2, Census Tract 72, New York County, New York",1471,689,263,251,263,251,0,11,263,251,0,11,0,11,1131,482,1131,482,0,11,1131,482,0,11,0,11,77,77,77,77,0,11,77,77,0,11,0,11
1500000US360610072003,360610072003,"Block Group 3, Census Tract 72, New York County, New York",1044,651,216,344,216,344,0,11,216,344,0,11,0,11,828,366,828,366,0,11,828,366,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610072004,360610072004,"Block Group 4, Census Tract 72, New York County, New York",1004,441,0,11,0,11,0,11,0,11,0,11,0,11,963,444,963,444,35,58,918,441,10,17,0,11,41,64,41,64,0,11,41,64,0,11,0,11
1500000US360610072005,360610072005,"Block Group 5, Census Tract 72, New York County, New York",1498,503,20,42,20,42,0,11,20,42,0,11,0,11,1388,434,1309,420,0,11,1263,418,46,78,79,129,90,100,90,100,0,11,75,95,15,33,0,11
1500000US360610072006,360610072006,"Block Group 6, Census Tract 72, New York County, New York",351,182,0,11,0,11,0,11,0,11,0,11,0,11,351,182,306,192,0,11,273,186,33,52,45,75,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610072007,360610072007,"Block Group 7, Census Tract 72, New York County, New York",571,170,0,11,0,11,0,11,0,11,0,11,0,11,426,153,365,163,0,11,365,163,0,11,61,64,145,85,71,72,0,11,0,11,71,72,74,59
1500000US360610073001,360610073001,"Block Group 1, Census Tract 73, New York County, New York",804,279,34,58,34,58,0,11,34,58,0,11,0,11,689,279,659,272,57,91,602,274,0,11,30,56,81,77,81,77,0,11,81,77,0,11,0,11
1500000US360610073002,360610073002,"Block Group 2, Census Tract 73, New York County, New York",828,280,75,82,75,82,0,11,75,82,0,11,0,11,598,228,598,228,0,11,598,228,0,11,0,11,155,96,155,96,0,11,155,96,0,11,0,11
1500000US360610073003,360610073003,"Block Group 3, Census Tract 73, New York County, New York",1552,515,40,65,40,65,0,11,40,65,0,11,0,11,1342,477,1342,477,0,11,1342,477,0,11,0,11,170,138,170,138,0,11,170,138,0,11,0,11
1500000US360610073004,360610073004,"Block Group 4, Census Tract 73, New York County, New York",1319,316,242,126,220,122,0,11,220,122,0,11,22,36,912,261,888,265,0,11,820,274,68,110,24,38,165,122,165,122,0,11,145,119,20,32,0,11
1500000US360610073005,360610073005,"Block Group 5, Census Tract 73, New York County, New York",733,242,0,11,0,11,0,11,0,11,0,11,0,11,610,247,610,247,0,11,610,247,0,11,0,11,123,72,123,72,0,11,123,72,0,11,0,11
1500000US360610073006,360610073006,"Block Group 6, Census Tract 73, New York County, New York",776,279,85,88,85,88,0,11,85,88,0,11,0,11,515,228,515,228,0,11,515,228,0,11,0,11,176,105,155,103,0,11,155,103,0,11,21,34
1500000US360610074001,360610074001,"Block Group 1, Census Tract 74, New York County, New York",1129,230,74,67,74,67,0,11,74,67,0,11,0,11,737,186,737,186,0,11,695,189,42,45,0,11,318,135,318,135,0,11,318,135,0,11,0,11
1500000US360610074002,360610074002,"Block Group 2, Census Tract 74, New York County, New York",987,226,51,75,51,75,0,11,51,75,0,11,0,11,789,170,789,170,0,11,721,167,68,90,0,11,147,100,128,95,0,11,128,95,0,11,19,29
1500000US360610074003,360610074003,"Block Group 3, Census Tract 74, New York County, New York",1124,253,39,44,39,44,0,11,39,44,0,11,0,11,1011,241,1011,241,0,11,1011,241,0,11,0,11,74,61,0,11,0,11,0,11,0,11,74,61
1500000US360610075000,360610075000,"Block Group 0, Census Tract 75, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610075001,360610075001,"Block Group 1, Census Tract 75, New York County, New York",1629,339,192,131,192,131,0,11,192,131,0,11,0,11,1247,291,1247,291,0,11,1173,288,74,115,0,11,190,102,173,100,0,11,156,92,17,29,17,27
1500000US360610075002,360610075002,"Block Group 2, Census Tract 75, New York County, New York",1349,265,81,73,81,73,0,11,81,73,0,11,0,11,1114,231,1114,231,0,11,1114,231,0,11,0,11,154,96,154,96,0,11,143,95,11,21,0,11
1500000US360610075003,360610075003,"Block Group 3, Census Tract 75, New York County, New York",986,265,179,98,179,98,0,11,179,98,0,11,0,11,656,215,642,213,0,11,581,217,61,99,14,23,151,102,81,61,0,11,63,52,18,29,70,82
1500000US360610076001,360610076001,"Block Group 1, Census Tract 76, New York County, New York",1654,217,30,31,30,31,0,11,30,31,0,11,0,11,1540,212,1540,212,30,43,1415,216,95,75,0,11,84,65,43,50,0,11,43,50,0,11,41,45
1500000US360610076002,360610076002,"Block Group 2, Census Tract 76, New York County, New York",401,144,90,58,90,58,0,11,90,58,0,11,0,11,252,106,240,106,0,11,213,101,27,28,12,19,59,40,45,36,0,11,45,36,0,11,14,22
1500000US360610077001,360610077001,"Block Group 1, Census Tract 77, New York County, New York",1003,207,0,11,0,11,0,11,0,11,0,11,0,11,833,204,812,205,0,11,798,207,14,24,21,34,170,86,130,87,0,11,130,87,0,11,40,47
1500000US360610077002,360610077002,"Block Group 2, Census Tract 77, New York County, New York",772,215,31,38,31,38,0,11,31,38,0,11,0,11,529,146,529,146,0,11,522,146,7,12,0,11,212,115,190,110,40,62,150,92,0,11,22,36
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",1696,411,246,123,246,123,0,11,246,123,0,11,0,11,1304,327,1304,327,0,11,1267,325,37,58,0,11,146,97,146,97,0,11,146,97,0,11,0,11
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",1553,404,104,99,104,99,0,11,104,99,0,11,0,11,1216,325,1113,288,0,11,1113,288,0,11,103,156,233,120,148,100,0,11,148,100,0,11,85,101
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",950,344,11,19,11,19,0,11,0,11,11,19,0,11,886,339,886,339,0,11,795,355,91,110,0,11,53,65,53,65,0,11,53,65,0,11,0,11
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",1287,400,0,11,0,11,0,11,0,11,0,11,0,11,1203,418,1203,418,0,11,1203,418,0,11,0,11,84,76,84,76,0,11,84,76,0,11,0,11
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",821,301,0,11,0,11,0,11,0,11,0,11,0,11,619,284,521,230,0,11,521,230,0,11,98,155,202,179,174,175,0,11,83,96,91,147,28,45
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",677,183,0,11,0,11,0,11,0,11,0,11,0,11,574,192,574,192,0,11,492,201,82,127,0,11,103,111,28,43,0,11,28,43,0,11,75,112
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",1372,420,78,83,78,83,0,11,78,83,0,11,0,11,1106,375,1106,375,0,11,1084,381,22,35,0,11,188,108,161,98,0,11,131,88,30,48,27,45
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",739,304,0,11,0,11,0,11,0,11,0,11,0,11,646,273,646,273,0,11,646,273,0,11,0,11,93,141,0,11,0,11,0,11,0,11,93,141
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",1925,687,588,368,588,368,0,11,588,368,0,11,0,11,1145,384,1145,384,0,11,1145,384,0,11,0,11,192,142,192,142,0,11,192,142,0,11,0,11
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",1761,559,170,231,170,231,0,11,170,231,0,11,0,11,1441,480,1441,480,0,11,1441,480,0,11,0,11,150,155,121,147,0,11,121,147,0,11,29,47
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",643,209,101,70,101,70,0,11,101,70,0,11,0,11,542,173,542,173,0,11,542,173,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",1765,639,424,379,424,379,0,11,424,379,0,11,0,11,870,308,853,312,0,11,853,312,0,11,17,27,471,183,422,191,0,11,401,193,21,37,49,77
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",1160,316,130,104,130,104,0,11,130,104,0,11,0,11,880,260,880,260,0,11,862,263,18,28,0,11,150,86,132,81,0,11,132,81,0,11,18,29
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",982,286,94,74,94,74,0,11,94,74,0,11,0,11,632,258,613,256,0,11,613,256,0,11,19,29,256,119,256,119,0,11,241,128,15,22,0,11
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",747,222,65,67,65,67,0,11,65,67,0,11,0,11,479,173,479,173,0,11,459,176,20,25,0,11,203,150,171,146,0,11,171,146,0,11,32,36
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",1017,220,42,59,42,59,0,11,42,59,0,11,0,11,761,167,761,167,0,11,719,159,42,52,0,11,214,114,181,104,0,11,181,104,0,11,33,36
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",415,168,11,19,11,19,0,11,11,19,0,11,0,11,338,169,338,169,0,11,338,169,0,11,0,11,66,45,66,45,21,34,31,34,14,22,0,11
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",1379,246,127,58,127,58,0,11,127,58,0,11,0,11,890,227,890,227,0,11,861,228,29,33,0,11,362,110,281,90,0,11,191,80,90,78,81,72
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",1338,390,76,87,76,87,0,11,76,87,0,11,0,11,889,301,889,301,0,11,839,302,50,80,0,11,373,162,265,136,0,11,265,136,0,11,108,109
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",1902,622,331,204,331,204,0,11,331,204,0,11,0,11,1391,448,1347,446,0,11,1347,446,0,11,44,68,180,113,137,107,0,11,137,107,0,11,43,47
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",1501,506,133,128,133,128,0,11,133,128,0,11,0,11,1295,485,1243,480,0,11,1243,480,0,11,52,77,73,69,51,59,0,11,51,59,0,11,22,35
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",921,344,104,112,104,112,0,11,104,112,0,11,0,11,752,321,752,321,0,11,752,321,0,11,0,11,65,63,65,63,0,11,65,63,0,11,0,11
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",1513,406,54,66,54,66,0,11,54,66,0,11,0,11,1110,352,1085,353,0,11,1085,353,0,11,25,41,349,130,323,140,0,11,323,140,0,11,26,41
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",1402,344,19,39,19,39,0,11,19,39,0,11,0,11,1133,302,996,270,0,11,884,254,112,117,137,198,250,114,194,87,46,51,127,71,21,34,56,82
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",636,239,27,45,27,45,0,11,27,45,0,11,0,11,548,202,548,202,0,11,548,202,0,11,0,11,61,71,61,71,0,11,61,71,0,11,0,11
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",1390,278,89,113,89,113,0,11,89,113,0,11,0,11,1029,211,1029,211,40,61,989,225,0,11,0,11,272,151,252,147,0,11,217,137,35,57,20,32
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",1014,228,61,69,61,69,0,11,61,69,0,11,0,11,851,190,851,190,0,11,802,193,49,69,0,11,102,77,102,77,0,11,102,77,0,11,0,11
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",917,265,109,73,109,73,0,11,109,73,0,11,0,11,608,193,608,193,0,11,590,196,18,26,0,11,200,196,200,196,0,11,200,196,0,11,0,11
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",1084,362,86,101,86,101,0,11,86,101,0,11,0,11,882,320,882,320,0,11,864,323,18,28,0,11,116,72,99,73,0,11,99,73,0,11,17,28
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",1059,284,114,101,114,101,0,11,114,101,0,11,0,11,831,260,831,260,0,11,831,260,0,11,0,11,114,77,82,67,0,11,64,61,18,29,32,37
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",1981,541,247,176,247,176,34,54,213,168,0,11,0,11,1349,478,1174,471,20,33,1131,469,23,37,175,209,385,171,183,100,0,11,166,105,17,27,202,148
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",1936,291,119,74,119,74,0,11,119,74,0,11,0,11,1761,280,1761,280,0,11,1753,277,8,13,0,11,56,45,56,45,0,11,32,25,24,39,0,11
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",1563,292,215,114,215,114,0,11,192,113,23,36,0,11,1181,256,1181,256,0,11,1118,270,63,71,0,11,167,69,131,70,0,11,117,67,14,24,36,37
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",1423,328,125,104,125,104,0,11,125,104,0,11,0,11,1235,284,1235,284,0,11,1235,284,0,11,0,11,63,58,63,58,0,11,63,58,0,11,0,11
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",1694,446,320,149,320,149,0,11,320,149,0,11,0,11,737,253,737,253,0,11,737,253,0,11,0,11,637,297,566,291,0,11,566,291,0,11,71,69
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",861,168,47,57,47,57,0,11,47,57,0,11,0,11,526,158,510,160,0,11,476,149,34,54,16,26,288,135,288,135,0,11,288,135,0,11,0,11
1500000US360610086033,360610086033,"Block Group 3, Census Tract 86.03, New York County, New York",672,212,50,58,50,58,0,11,50,58,0,11,0,11,392,167,392,167,0,11,392,167,0,11,0,11,230,105,230,105,19,30,193,96,18,29,0,11
1500000US360610086034,360610086034,"Block Group 4, Census Tract 86.03, New York County, New York",1545,246,59,78,59,78,0,11,59,78,0,11,0,11,866,225,866,225,0,11,807,221,59,68,0,11,620,173,604,172,0,11,570,170,34,40,16,25
1500000US360610087001,360610087001,"Block Group 1, Census Tract 87, New York County, New York",2702,599,272,163,272,163,0,11,272,163,0,11,0,11,2030,505,2030,505,0,11,2030,505,0,11,0,11,400,222,400,222,0,11,370,217,30,48,0,11
1500000US360610087002,360610087002,"Block Group 2, Census Tract 87, New York County, New York",784,203,28,45,28,45,0,11,28,45,0,11,0,11,541,235,541,235,0,11,541,235,0,11,0,11,215,150,108,82,0,11,108,82,0,11,107,131
1500000US360610087003,360610087003,"Block Group 3, Census Tract 87, New York County, New York",1159,358,78,76,78,76,0,11,78,76,0,11,0,11,919,330,919,330,0,11,919,330,0,11,0,11,162,175,87,103,0,11,58,92,29,47,75,147
1500000US360610087004,360610087004,"Block Group 4, Census Tract 87, New York County, New York",1166,422,202,171,202,171,0,11,202,171,0,11,0,11,779,291,779,291,0,11,779,291,0,11,0,11,185,244,185,244,0,11,185,244,0,11,0,11
1500000US360610087005,360610087005,"Block Group 5, Census Tract 87, New York County, New York",1004,353,30,55,30,55,0,11,30,55,0,11,0,11,880,374,756,344,34,55,722,351,0,11,124,202,94,84,61,68,0,11,61,68,0,11,33,52
1500000US360610088001,360610088001,"Block Group 1, Census Tract 88, New York County, New York",781,294,56,95,56,95,0,11,56,95,0,11,0,11,534,236,534,236,0,11,508,238,26,41,0,11,191,136,165,138,0,11,165,138,0,11,26,41
1500000US360610088002,360610088002,"Block Group 2, Census Tract 88, New York County, New York",1484,472,242,166,242,166,0,11,242,166,0,11,0,11,891,284,891,284,0,11,891,284,0,11,0,11,351,330,351,330,0,11,351,330,0,11,0,11
1500000US360610088003,360610088003,"Block Group 3, Census Tract 88, New York County, New York",1347,469,30,49,30,49,0,11,30,49,0,11,0,11,731,442,731,442,0,11,731,442,0,11,0,11,586,251,558,273,0,11,400,137,158,247,28,47
1500000US360610088004,360610088004,"Block Group 4, Census Tract 88, New York County, New York",891,310,46,75,46,75,0,11,46,75,0,11,0,11,628,290,628,290,0,11,628,290,0,11,0,11,217,158,217,158,0,11,217,158,0,11,0,11
1500000US360610088005,360610088005,"Block Group 5, Census Tract 88, New York County, New York",861,382,212,232,212,232,0,11,212,232,0,11,0,11,474,194,474,194,0,11,442,200,32,52,0,11,175,158,90,83,0,11,90,83,0,11,85,136
1500000US360610088006,360610088006,"Block Group 6, Census Tract 88, New York County, New York",981,217,115,84,115,84,0,11,115,84,0,11,0,11,627,175,627,175,0,11,627,175,0,11,0,11,239,112,186,105,0,11,186,105,0,11,53,62
1500000US360610088007,360610088007,"Block Group 7, Census Tract 88, New York County, New York",702,174,0,11,0,11,0,11,0,11,0,11,0,11,577,177,577,177,0,11,542,180,35,55,0,11,125,92,100,81,28,46,72,66,0,11,25,42
1500000US360610089001,360610089001,"Block Group 1, Census Tract 89, New York County, New York",625,229,92,99,92,99,0,11,92,99,0,11,0,11,435,154,423,153,0,11,407,150,16,25,12,20,98,69,98,69,0,11,98,69,0,11,0,11
1500000US360610089002,360610089002,"Block Group 2, Census Tract 89, New York County, New York",826,216,91,68,91,68,0,11,91,68,0,11,0,11,643,181,643,181,0,11,629,182,14,24,0,11,92,62,92,62,0,11,92,62,0,11,0,11
1500000US360610089003,360610089003,"Block Group 3, Census Tract 89, New York County, New York",1587,374,427,241,404,243,0,11,404,243,0,11,23,45,1010,275,957,266,0,11,957,266,0,11,53,66,150,96,76,69,0,11,76,69,0,11,74,66
1500000US360610089004,360610089004,"Block Group 4, Census Tract 89, New York County, New York",775,285,69,51,69,51,0,11,69,51,0,11,0,11,601,268,601,268,0,11,601,268,0,11,0,11,105,73,88,74,0,11,88,74,0,11,17,26
1500000US360610089005,360610089005,"Block Group 5, Census Tract 89, New York County, New York",1104,246,64,86,64,86,0,11,64,86,0,11,0,11,924,218,924,218,0,11,924,218,0,11,0,11,116,96,116,96,0,11,116,96,0,11,0,11
1500000US360610090001,360610090001,"Block Group 1, Census Tract 90, New York County, New York",1214,264,0,11,0,11,0,11,0,11,0,11,0,11,1019,260,1019,260,0,11,996,266,23,37,0,11,195,142,195,142,0,11,174,138,21,34,0,11
1500000US360610090002,360610090002,"Block Group 2, Census Tract 90, New York County, New York",1523,372,122,159,122,159,0,11,122,159,0,11,0,11,1232,260,1232,260,0,11,1167,253,65,106,0,11,169,171,137,169,0,11,137,169,0,11,32,52
1500000US360610090003,360610090003,"Block Group 3, Census Tract 90, New York County, New York",947,465,100,119,100,119,0,11,100,119,0,11,0,11,692,450,692,450,0,11,656,446,36,57,0,11,155,139,123,129,0,11,123,129,0,11,32,54
1500000US360610090004,360610090004,"Block Group 4, Census Tract 90, New York County, New York",1575,430,41,76,41,76,0,11,41,76,0,11,0,11,1127,329,1093,328,0,11,1069,324,24,38,34,57,407,202,375,196,0,11,330,205,45,75,32,51
1500000US360610090005,360610090005,"Block Group 5, Census Tract 90, New York County, New York",637,322,87,104,87,104,0,11,87,104,0,11,0,11,368,179,355,180,0,11,355,180,0,11,13,23,182,188,147,176,0,11,147,176,0,11,35,58
1500000US360610090006,360610090006,"Block Group 6, Census Tract 90, New York County, New York",1555,595,214,176,114,111,0,11,80,93,34,62,100,124,1184,453,998,353,0,11,844,305,154,197,186,228,157,130,157,130,0,11,157,130,0,11,0,11
1500000US360610091001,360610091001,"Block Group 1, Census Tract 91, New York County, New York",2550,494,260,192,260,192,0,11,260,192,0,11,0,11,2106,406,2106,406,0,11,2055,404,51,81,0,11,184,131,184,131,0,11,163,128,21,33,0,11
1500000US360610091002,360610091002,"Block Group 2, Census Tract 91, New York County, New York",2321,457,253,92,253,92,0,11,253,92,0,11,0,11,1940,434,1940,434,37,60,1903,453,0,11,0,11,128,87,111,80,17,29,94,79,0,11,17,28
