GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",291,147,291,147,0,11,0,11,0,11,21,34,0,11,0,11,0,11,0,11,14,24,0,11,0,11,0,11,0,11,0,11,0,11,23,38,0,11,12,19,21,40,51,60,149,125,0,11
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",871,267,871,267,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,45,26,40,0,11,13,21,28,45,24,40,59,69,86,72,0,11,207,177,403,203,0,11
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",229,181,229,181,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,42,0,11,24,39,0,11,0,11,0,11,19,31,0,11,0,11,140,177,19,32,0,11
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",509,193,490,193,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,33,0,11,27,43,115,92,327,169,19,32
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",694,204,613,163,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,50,56,67,529,156,81,134
1500000US360610071001,360610071001,"Block Group 1, Census Tract 71, New York County, New York",286,139,286,139,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,19,0,11,33,54,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,24,0,11,60,74,153,111,0,11
1500000US360610071002,360610071002,"Block Group 2, Census Tract 71, New York County, New York",367,117,367,117,0,11,0,11,0,11,0,11,0,11,16,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,45,69,14,22,30,24,32,35,60,41,170,93,0,11
1500000US360610071003,360610071003,"Block Group 3, Census Tract 71, New York County, New York",269,87,269,87,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,21,0,11,17,27,56,65,13,21,15,23,48,46,93,57,0,11
1500000US360610071004,360610071004,"Block Group 4, Census Tract 71, New York County, New York",872,166,820,155,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,28,11,18,12,19,0,11,0,11,0,11,0,11,14,21,9,15,60,76,62,61,176,97,460,155,52,81
1500000US360610071005,360610071005,"Block Group 5, Census Tract 71, New York County, New York",517,118,517,118,0,11,0,11,0,11,0,11,0,11,0,11,13,20,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,26,13,21,59,52,78,57,326,96,0,11
1500000US360610072001,360610072001,"Block Group 1, Census Tract 72, New York County, New York",218,122,218,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,45,190,123,0,11
1500000US360610072002,360610072002,"Block Group 2, Census Tract 72, New York County, New York",441,146,441,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,90,84,351,123,0,11
1500000US360610072003,360610072003,"Block Group 3, Census Tract 72, New York County, New York",280,141,251,148,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,54,63,0,11,13,21,184,142,29,48
1500000US360610072004,360610072004,"Block Group 4, Census Tract 72, New York County, New York",949,231,949,231,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,77,75,0,11,242,177,630,185,0,11
1500000US360610072005,360610072005,"Block Group 5, Census Tract 72, New York County, New York",656,185,656,185,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,65,108,0,11,0,11,0,11,35,54,556,175,0,11
1500000US360610072006,360610072006,"Block Group 6, Census Tract 72, New York County, New York",248,91,248,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,41,0,11,0,11,0,11,0,11,0,11,0,11,222,101,0,11
1500000US360610072007,360610072007,"Block Group 7, Census Tract 72, New York County, New York",230,78,186,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,46,0,11,30,47,115,84,44,51
1500000US360610073001,360610073001,"Block Group 1, Census Tract 73, New York County, New York",331,98,302,102,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,32,0,11,0,11,22,37,44,53,18,30,31,36,0,11,50,62,117,84,29,48
1500000US360610073002,360610073002,"Block Group 2, Census Tract 73, New York County, New York",376,107,376,107,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,29,108,96,28,34,118,68,104,66,0,11
1500000US360610073003,360610073003,"Block Group 3, Census Tract 73, New York County, New York",868,271,868,271,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,22,0,11,0,11,0,11,0,11,0,11,35,44,0,11,0,11,98,64,240,226,482,247,0,11
1500000US360610073004,360610073004,"Block Group 4, Census Tract 73, New York County, New York",651,165,651,165,0,11,0,11,0,11,0,11,0,11,0,11,20,33,14,23,11,17,0,11,0,11,0,11,0,11,22,36,0,11,63,99,32,37,134,94,50,43,45,46,260,124,0,11
1500000US360610073005,360610073005,"Block Group 5, Census Tract 73, New York County, New York",284,128,284,128,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,19,11,19,11,17,76,73,0,11,0,11,47,54,0,11,127,110,0,11
1500000US360610073006,360610073006,"Block Group 6, Census Tract 73, New York County, New York",413,133,413,133,0,11,0,11,0,11,0,11,0,11,0,11,19,29,0,11,0,11,0,11,0,11,0,11,12,19,0,11,0,11,12,20,11,18,37,41,21,34,43,42,258,133,0,11
1500000US360610074001,360610074001,"Block Group 1, Census Tract 74, New York County, New York",381,157,366,153,0,11,0,11,0,11,0,11,0,11,0,11,21,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,27,328,145,15,25
1500000US360610074002,360610074002,"Block Group 2, Census Tract 74, New York County, New York",434,120,434,120,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,29,0,11,0,11,99,69,21,41,299,102,0,11
1500000US360610074003,360610074003,"Block Group 3, Census Tract 74, New York County, New York",674,169,660,168,0,11,0,11,0,11,0,11,26,41,0,11,0,11,0,11,0,11,19,34,0,11,0,11,50,64,0,11,0,11,0,11,0,11,0,11,0,11,58,62,507,148,14,23
1500000US360610075000,360610075000,"Block Group 0, Census Tract 75, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610075001,360610075001,"Block Group 1, Census Tract 75, New York County, New York",638,163,571,140,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,28,14,23,41,45,228,132,269,111,67,107
1500000US360610075002,360610075002,"Block Group 2, Census Tract 75, New York County, New York",439,117,439,117,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,72,0,11,0,11,16,26,38,32,0,11,23,21,63,53,249,103,0,11
1500000US360610075003,360610075003,"Block Group 3, Census Tract 75, New York County, New York",453,115,453,115,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,38,0,11,0,11,0,11,0,11,18,27,72,88,82,66,39,43,216,93,0,11
1500000US360610076001,360610076001,"Block Group 1, Census Tract 76, New York County, New York",798,114,798,114,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,20,6,11,19,20,12,18,12,18,10,16,15,18,0,11,0,11,56,40,70,48,585,121,0,11
1500000US360610076002,360610076002,"Block Group 2, Census Tract 76, New York County, New York",144,57,144,57,0,11,0,11,0,11,0,11,5,11,0,11,0,11,0,11,45,46,0,11,11,17,16,12,27,29,0,11,0,11,0,11,14,17,0,11,0,11,9,14,17,20,0,11
1500000US360610077001,360610077001,"Block Group 1, Census Tract 77, New York County, New York",700,209,700,209,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,41,0,11,0,11,0,11,0,11,0,11,0,11,27,40,32,36,112,107,130,90,362,174,0,11
1500000US360610077002,360610077002,"Block Group 2, Census Tract 77, New York County, New York",291,119,291,119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,32,0,11,0,11,22,37,0,11,22,36,38,30,32,38,157,103,0,11
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",826,214,811,215,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,19,37,57,17,28,35,55,11,19,186,103,514,223,15,23
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",451,161,451,161,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,39,34,57,99,80,285,141,0,11
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",323,118,323,118,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,26,0,11,23,37,66,52,219,111,0,11
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",455,145,455,145,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,48,0,11,76,94,19,32,58,67,33,31,26,42,206,88,0,11
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",293,142,293,142,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,25,10,18,268,139,0,11
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",306,140,306,140,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,24,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,36,24,29,227,136,0,11
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",382,147,382,147,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,39,20,32,0,11,0,11,0,11,0,11,0,11,51,51,99,81,189,112,0,11
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",263,188,263,188,0,11,0,11,0,11,0,11,137,176,0,11,0,11,12,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,39,0,11,15,26,76,69,0,11
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",568,221,568,221,0,11,0,11,0,11,41,47,0,11,33,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,17,0,11,103,117,381,170,0,11
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",561,184,561,184,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,65,103,0,11,33,48,0,11,0,11,0,11,35,57,0,11,0,11,428,131,0,11
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",452,161,452,161,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,452,161,0,11
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",670,135,670,135,0,11,0,11,46,72,0,11,0,11,15,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,39,86,77,30,37,33,32,160,98,17,27,0,11,250,125,0,11
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",452,144,452,144,0,11,0,11,0,11,0,11,0,11,29,33,0,11,18,28,0,11,0,11,18,29,15,25,23,27,0,11,13,21,0,11,82,91,15,26,0,11,58,73,181,83,0,11
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",236,117,140,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,125,85,96,88
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",415,111,415,111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,0,11,14,21,17,28,18,30,0,11,76,55,274,110,0,11
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",452,146,421,142,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,27,0,11,0,11,0,11,0,11,0,11,48,36,53,82,0,11,12,19,290,118,31,35
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",220,70,220,70,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,23,85,88,49,45,72,70,0,11
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",340,101,340,101,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,21,0,11,21,26,18,28,94,58,194,87,0,11
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",399,167,399,167,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,30,0,11,0,11,0,11,0,11,58,93,14,22,0,11,0,11,29,31,0,11,79,74,199,115,0,11
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",437,112,437,112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,44,0,11,0,11,0,11,22,34,44,48,0,11,27,31,19,30,95,76,204,86,0,11
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",441,163,412,163,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,17,28,0,11,0,11,50,81,30,39,111,127,0,11,104,87,85,70,29,46
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",384,192,384,192,0,11,0,11,0,11,27,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,32,47,76,0,11,0,11,0,11,113,141,0,11,29,47,147,140,0,11
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",560,184,471,209,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,33,23,40,0,11,0,11,0,11,0,11,111,111,0,11,15,26,301,197,89,134
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",807,173,807,173,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,48,40,54,42,48,145,112,91,70,185,127,274,120,0,11
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",622,181,622,181,0,11,0,11,0,11,0,11,0,11,0,11,22,37,0,11,0,11,32,51,22,34,0,11,15,24,0,11,0,11,0,11,43,51,54,62,31,49,133,145,270,157,0,11
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",211,90,211,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,42,0,11,28,43,0,11,33,38,123,62,0,11
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",310,98,274,94,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,28,16,25,0,11,241,92,36,42
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",452,129,452,129,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,29,25,17,48,24,38,0,11,90,69,292,110,0,11
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",393,131,393,131,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,54,72,24,29,0,11,0,11,0,11,0,11,25,29,32,39,41,39,217,121,0,11
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",447,120,447,120,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,25,0,11,29,34,0,11,0,11,0,11,0,11,0,11,55,53,0,11,41,40,91,80,214,85,0,11
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",906,157,906,157,0,11,0,11,0,11,135,99,79,67,59,60,97,87,24,31,43,41,38,34,14,26,31,37,18,29,16,26,22,28,126,82,52,51,61,51,43,47,0,11,48,35,0,11
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",788,105,783,105,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,57,64,0,11,0,11,8,13,33,30,14,15,44,61,9,16,18,17,600,102,5,8
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",341,89,322,89,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,16,309,89,19,22
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",639,117,639,117,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,30,14,21,0,11,25,26,0,11,5,8,572,121,0,11
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",457,137,457,137,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,34,38,32,37,0,11,84,85,307,114,0,11
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",171,59,171,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,154,57,0,11
1500000US360610086033,360610086033,"Block Group 3, Census Tract 86.03, New York County, New York",70,57,70,57,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,54,51,16,26,0,11
1500000US360610086034,360610086034,"Block Group 4, Census Tract 86.03, New York County, New York",122,53,106,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,40,38,54,28,16,26
1500000US360610087001,360610087001,"Block Group 1, Census Tract 87, New York County, New York",809,261,809,261,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,208,186,0,11,15,24,586,201,0,11
1500000US360610087002,360610087002,"Block Group 2, Census Tract 87, New York County, New York",378,139,378,139,0,11,0,11,20,31,0,11,0,11,0,11,0,11,0,11,0,11,27,44,0,11,20,35,24,39,0,11,49,56,0,11,0,11,32,52,98,91,10,16,98,95,0,11
1500000US360610087003,360610087003,"Block Group 3, Census Tract 87, New York County, New York",554,198,554,198,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,41,0,11,30,51,0,11,153,178,340,135,0,11
1500000US360610087004,360610087004,"Block Group 4, Census Tract 87, New York County, New York",506,195,506,195,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,79,76,22,36,405,180,0,11
1500000US360610087005,360610087005,"Block Group 5, Census Tract 87, New York County, New York",557,174,485,156,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,36,0,11,0,11,0,11,27,43,21,33,0,11,0,11,0,11,33,52,16,27,24,39,97,87,247,133,72,90
1500000US360610088001,360610088001,"Block Group 1, Census Tract 88, New York County, New York",500,167,500,167,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,85,115,190,114,214,112,0,11
1500000US360610088002,360610088002,"Block Group 2, Census Tract 88, New York County, New York",521,215,521,215,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,43,57,0,11,89,58,389,200,0,11
1500000US360610088003,360610088003,"Block Group 3, Census Tract 88, New York County, New York",222,163,222,163,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,39,42,33,55,72,117,78,81,0,11
1500000US360610088004,360610088004,"Block Group 4, Census Tract 88, New York County, New York",255,137,255,137,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,14,0,11,0,11,55,63,0,11,191,121,0,11
1500000US360610088005,360610088005,"Block Group 5, Census Tract 88, New York County, New York",323,132,323,132,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,43,85,75,122,90,89,88,0,11
1500000US360610088006,360610088006,"Block Group 6, Census Tract 88, New York County, New York",430,158,414,155,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,58,28,45,25,39,62,66,24,38,147,102,91,73,16,24
1500000US360610088007,360610088007,"Block Group 7, Census Tract 88, New York County, New York",329,176,304,171,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,0,11,0,11,0,11,20,32,0,11,0,11,15,25,26,42,101,87,132,144,25,38
1500000US360610089001,360610089001,"Block Group 1, Census Tract 89, New York County, New York",290,144,272,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,34,32,36,0,11,0,11,17,28,0,11,0,11,22,28,0,11,0,11,68,106,47,57,65,49,18,29
1500000US360610089002,360610089002,"Block Group 2, Census Tract 89, New York County, New York",510,150,510,150,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,39,21,33,0,11,0,11,9,16,0,11,16,26,34,36,0,11,18,29,74,58,18,29,36,40,261,144,0,11
1500000US360610089003,360610089003,"Block Group 3, Census Tract 89, New York County, New York",460,121,460,121,0,11,0,11,15,25,59,53,5,17,26,30,15,26,41,40,0,11,0,11,0,11,0,11,0,11,0,11,15,25,9,17,15,23,21,28,71,85,64,53,104,54,0,11
1500000US360610089004,360610089004,"Block Group 4, Census Tract 89, New York County, New York",396,145,357,144,0,11,0,11,0,11,0,11,0,11,0,11,18,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,22,0,11,19,30,0,11,12,20,81,89,212,122,39,45
1500000US360610089005,360610089005,"Block Group 5, Census Tract 89, New York County, New York",498,134,455,132,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,34,58,45,82,59,16,27,80,56,191,110,43,55
1500000US360610090001,360610090001,"Block Group 1, Census Tract 90, New York County, New York",832,201,832,201,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,29,47,0,11,0,11,0,11,0,11,35,41,48,45,213,107,507,207,0,11
1500000US360610090002,360610090002,"Block Group 2, Census Tract 90, New York County, New York",778,193,735,194,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,52,81,57,65,103,93,523,177,43,56
1500000US360610090003,360610090003,"Block Group 3, Census Tract 90, New York County, New York",370,141,370,141,0,11,0,11,28,44,11,18,24,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,63,76,0,11,36,42,208,115,0,11
1500000US360610090004,360610090004,"Block Group 4, Census Tract 90, New York County, New York",413,169,413,169,0,11,0,11,0,11,0,11,0,11,0,11,29,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,41,0,11,23,27,104,71,226,160,0,11
1500000US360610090005,360610090005,"Block Group 5, Census Tract 90, New York County, New York",149,68,149,68,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,38,61,13,22,0,11,36,40,62,49,0,11
1500000US360610090006,360610090006,"Block Group 6, Census Tract 90, New York County, New York",502,151,502,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,34,53,0,11,13,21,0,11,0,11,0,11,0,11,0,11,66,85,51,69,85,85,253,153,0,11
1500000US360610091001,360610091001,"Block Group 1, Census Tract 91, New York County, New York",1031,206,1031,206,0,11,0,11,0,11,35,30,0,11,0,11,0,11,43,69,0,11,73,76,0,11,0,11,37,61,14,23,0,11,0,11,52,67,17,26,58,73,139,99,563,180,0,11
