GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
1500000US360610068004,360610068004,"Block Group 4, Census Tract 68, New York County, New York",643,223,0,11,0,11,0,11,0,11,0,11,0,11,0,11,643,223,402,223,185,105,16,28,17,28,23,38,0,11
1500000US360610068005,360610068005,"Block Group 5, Census Tract 68, New York County, New York",614,229,326,174,25,39,223,170,29,46,27,43,22,36,0,11,288,187,32,49,222,174,0,11,0,11,17,27,17,29
1500000US360610068006,360610068006,"Block Group 6, Census Tract 68, New York County, New York",804,161,247,93,0,11,103,71,77,71,67,70,0,11,0,11,557,151,283,142,125,85,57,56,35,53,27,43,30,49
1500000US360610069000,360610069000,"Block Group 0, Census Tract 69, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610069001,360610069001,"Block Group 1, Census Tract 69, New York County, New York",1244,125,490,75,42,28,212,79,149,62,61,35,26,24,0,11,754,119,366,102,361,112,18,15,0,11,9,13,0,11
1500000US360610070001,360610070001,"Block Group 1, Census Tract 70, New York County, New York",1163,258,81,126,0,11,81,126,0,11,0,11,0,11,0,11,1082,229,641,199,306,142,17,30,62,60,16,38,40,46
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",417,159,126,85,0,11,46,56,80,74,0,11,0,11,0,11,291,147,128,127,92,77,35,43,13,24,0,11,23,38
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",1011,278,140,116,25,42,38,65,53,60,24,39,0,11,0,11,871,267,499,270,130,98,0,11,106,74,81,80,55,64
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",491,185,262,94,25,42,124,74,26,32,0,11,37,47,50,36,229,181,53,48,130,174,0,11,0,11,19,32,27,42
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",795,218,286,185,0,11,130,161,58,40,26,36,59,60,13,22,509,193,296,159,130,98,22,36,0,11,21,33,40,66
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",825,213,131,121,131,121,0,11,0,11,0,11,0,11,0,11,694,204,384,199,246,135,14,24,28,50,22,36,0,11
1500000US360610071001,360610071001,"Block Group 1, Census Tract 71, New York County, New York",540,145,254,85,28,33,83,52,51,36,56,76,36,33,0,11,286,139,100,95,68,67,63,75,42,63,0,11,13,21
1500000US360610071002,360610071002,"Block Group 2, Census Tract 71, New York County, New York",911,143,544,154,74,59,215,122,189,103,41,37,25,30,0,11,367,117,169,96,79,54,15,25,0,11,61,73,43,41
1500000US360610071003,360610071003,"Block Group 3, Census Tract 71, New York County, New York",355,87,86,45,14,22,41,40,14,23,0,11,17,27,0,11,269,87,63,50,65,39,14,22,0,11,82,70,45,40
1500000US360610071004,360610071004,"Block Group 4, Census Tract 71, New York County, New York",1010,162,138,84,56,73,38,36,44,39,0,11,0,11,0,11,872,166,222,110,351,167,182,118,16,26,42,45,59,48
1500000US360610071005,360610071005,"Block Group 5, Census Tract 71, New York County, New York",597,120,80,46,0,11,0,11,24,29,56,43,0,11,0,11,517,118,261,96,131,89,28,32,29,34,68,51,0,11
1500000US360610072001,360610072001,"Block Group 1, Census Tract 72, New York County, New York",436,189,218,144,50,49,59,67,38,44,71,115,0,11,0,11,218,122,94,100,96,73,0,11,28,45,0,11,0,11
1500000US360610072002,360610072002,"Block Group 2, Census Tract 72, New York County, New York",637,180,196,113,0,11,153,113,0,11,0,11,43,70,0,11,441,146,129,98,296,118,0,11,0,11,16,29,0,11
1500000US360610072003,360610072003,"Block Group 3, Census Tract 72, New York County, New York",463,178,183,118,0,11,124,111,59,70,0,11,0,11,0,11,280,141,99,116,127,83,25,42,0,11,29,46,0,11
1500000US360610072004,360610072004,"Block Group 4, Census Tract 72, New York County, New York",1032,241,83,74,0,11,29,34,54,63,0,11,0,11,0,11,949,231,542,232,360,125,47,73,0,11,0,11,0,11
1500000US360610072005,360610072005,"Block Group 5, Census Tract 72, New York County, New York",835,186,179,86,0,11,94,85,25,39,29,49,0,11,31,49,656,185,426,163,230,146,0,11,0,11,0,11,0,11
1500000US360610072006,360610072006,"Block Group 6, Census Tract 72, New York County, New York",248,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,248,91,147,95,75,65,0,11,0,11,26,41,0,11
1500000US360610072007,360610072007,"Block Group 7, Census Tract 72, New York County, New York",447,120,217,114,0,11,121,87,69,76,0,11,27,39,0,11,230,78,145,88,0,11,0,11,44,51,41,46,0,11
1500000US360610073001,360610073001,"Block Group 1, Census Tract 73, New York County, New York",545,150,214,134,0,11,145,129,48,57,21,35,0,11,0,11,331,98,70,66,76,62,26,44,76,71,83,68,0,11
1500000US360610073002,360610073002,"Block Group 2, Census Tract 73, New York County, New York",376,107,0,11,0,11,0,11,0,11,0,11,0,11,0,11,376,107,130,72,43,43,70,60,58,55,55,82,20,31
1500000US360610073003,360610073003,"Block Group 3, Census Tract 73, New York County, New York",1065,255,197,122,24,37,89,75,69,98,0,11,15,25,0,11,868,271,423,253,299,213,38,44,0,11,61,60,47,53
1500000US360610073004,360610073004,"Block Group 4, Census Tract 73, New York County, New York",887,169,236,126,0,11,101,73,39,45,85,100,0,11,11,18,651,165,200,115,142,90,99,103,69,55,121,111,20,32
1500000US360610073005,360610073005,"Block Group 5, Census Tract 73, New York County, New York",420,139,136,84,0,11,49,44,70,71,0,11,17,27,0,11,284,128,147,115,38,50,0,11,40,44,36,55,23,25
1500000US360610073006,360610073006,"Block Group 6, Census Tract 73, New York County, New York",522,135,109,56,18,30,23,28,29,34,39,43,0,11,0,11,413,133,175,111,146,94,29,36,33,29,19,29,11,18
1500000US360610074001,360610074001,"Block Group 1, Census Tract 74, New York County, New York",732,170,351,112,16,26,213,102,49,47,14,23,15,25,44,69,381,157,201,113,110,75,15,25,21,32,34,46,0,11
1500000US360610074002,360610074002,"Block Group 2, Census Tract 74, New York County, New York",472,121,38,36,28,32,0,11,10,18,0,11,0,11,0,11,434,120,240,94,73,68,38,49,20,33,63,61,0,11
1500000US360610074003,360610074003,"Block Group 3, Census Tract 74, New York County, New York",880,180,206,100,28,41,178,89,0,11,0,11,0,11,0,11,674,169,224,106,338,124,0,11,54,61,58,68,0,11
1500000US360610075000,360610075000,"Block Group 0, Census Tract 75, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610075001,360610075001,"Block Group 1, Census Tract 75, New York County, New York",1025,155,387,130,92,83,109,75,77,54,90,62,19,29,0,11,638,163,316,163,133,86,57,51,38,42,94,60,0,11
1500000US360610075002,360610075002,"Block Group 2, Census Tract 75, New York County, New York",866,141,427,104,52,48,170,92,156,85,49,46,0,11,0,11,439,117,162,78,143,85,47,48,0,11,66,76,21,33
1500000US360610075003,360610075003,"Block Group 3, Census Tract 75, New York County, New York",701,144,248,122,16,26,40,44,42,47,80,104,70,57,0,11,453,115,140,81,180,99,71,86,18,31,18,27,26,38
1500000US360610076001,360610076001,"Block Group 1, Census Tract 76, New York County, New York",812,115,14,16,6,10,0,11,8,13,0,11,0,11,0,11,798,114,473,103,274,92,40,38,11,19,0,11,0,11
1500000US360610076002,360610076002,"Block Group 2, Census Tract 76, New York County, New York",285,65,141,59,0,11,66,39,45,40,19,23,11,17,0,11,144,57,0,11,30,25,53,40,38,36,0,11,23,26
1500000US360610077001,360610077001,"Block Group 1, Census Tract 77, New York County, New York",826,212,126,89,42,49,45,55,22,35,0,11,0,11,17,27,700,209,233,148,167,132,130,123,55,52,99,69,16,26
1500000US360610077002,360610077002,"Block Group 2, Census Tract 77, New York County, New York",644,161,353,157,0,11,185,136,103,79,31,34,17,27,17,28,291,119,183,107,53,42,0,11,0,11,11,18,44,50
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",964,219,138,76,14,23,81,53,43,48,0,11,0,11,0,11,826,214,189,134,392,182,89,70,50,39,89,82,17,28
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",718,168,267,98,74,67,118,75,21,25,17,27,17,27,20,32,451,161,159,97,151,126,51,39,12,20,34,57,44,46
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",412,117,89,63,17,26,24,28,8,16,40,45,0,11,0,11,323,118,152,91,133,86,0,11,23,37,0,11,15,26
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",455,145,0,11,0,11,0,11,0,11,0,11,0,11,0,11,455,145,139,78,185,104,87,97,22,36,0,11,22,35
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",667,207,374,173,22,36,153,119,162,136,37,42,0,11,0,11,293,142,209,141,74,74,10,18,0,11,0,11,0,11
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",437,163,131,105,22,34,109,115,0,11,0,11,0,11,0,11,306,140,79,71,101,121,12,19,58,91,20,32,36,46
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",890,182,508,177,14,23,413,174,35,43,27,49,0,11,19,32,382,147,206,130,124,85,0,11,0,11,52,53,0,11
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",363,201,100,62,0,11,48,60,52,50,0,11,0,11,0,11,263,188,38,65,190,193,12,21,0,11,23,39,0,11
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",988,225,420,171,0,11,175,126,189,110,33,38,0,11,23,38,568,221,336,175,222,150,10,17,0,11,0,11,0,11
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",624,184,63,49,0,11,63,49,0,11,0,11,0,11,0,11,561,184,266,139,241,135,17,27,37,44,0,11,0,11
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",547,151,95,50,12,19,83,46,0,11,0,11,0,11,0,11,452,161,192,108,260,170,0,11,0,11,0,11,0,11
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",780,152,110,92,61,84,35,41,0,11,14,22,0,11,0,11,670,135,172,109,93,62,130,112,32,37,179,86,64,85
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",752,163,300,118,37,39,49,40,126,87,51,47,22,35,15,24,452,144,140,99,130,70,15,26,53,86,54,46,60,47
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",643,144,407,119,36,41,164,98,175,80,32,37,0,11,0,11,236,117,80,75,27,30,47,75,38,44,44,41,0,11
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",526,105,111,59,16,25,48,47,29,31,18,29,0,11,0,11,415,111,236,95,133,76,14,21,15,25,17,28,0,11
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",729,168,277,103,28,33,68,45,148,100,17,28,16,26,0,11,452,146,249,139,153,73,15,23,0,11,0,11,35,38
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",361,78,141,34,14,21,81,39,46,43,0,11,0,11,0,11,220,70,101,76,0,11,0,11,0,11,32,35,87,85
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",773,144,433,109,27,31,254,102,77,78,44,37,31,34,0,11,340,101,109,58,110,57,28,33,0,11,75,56,18,28
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",769,169,370,127,0,11,207,102,60,40,39,44,0,11,64,69,399,167,116,61,98,96,86,98,0,11,36,39,63,82
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",945,213,508,216,88,143,273,137,85,102,27,43,17,28,18,29,437,112,132,77,121,79,46,56,37,45,79,63,22,34
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",919,204,478,146,78,60,308,144,38,45,54,64,0,11,0,11,441,163,157,114,87,81,58,57,127,116,12,20,0,11
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",573,201,189,149,0,11,36,44,129,139,24,40,0,11,0,11,384,192,218,171,40,44,0,11,21,32,105,99,0,11
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",959,228,399,146,22,32,59,56,162,126,87,77,40,49,29,45,560,184,130,81,407,181,23,40,0,11,0,11,0,11
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",865,172,58,71,0,11,38,60,20,32,0,11,0,11,0,11,807,173,171,97,228,109,142,123,82,73,72,67,112,103
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",622,181,0,11,0,11,0,11,0,11,0,11,0,11,0,11,622,181,186,111,191,153,59,65,107,122,57,46,22,37
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",720,166,509,160,81,85,221,127,144,88,63,61,0,11,0,11,211,90,55,58,65,56,16,26,0,11,28,43,47,53
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",617,120,307,91,95,71,137,77,59,50,0,11,16,26,0,11,310,98,163,83,54,35,73,58,0,11,20,31,0,11
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",569,150,117,105,16,26,101,103,0,11,0,11,0,11,0,11,452,129,73,62,175,97,118,83,14,24,24,38,48,56
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",526,139,133,69,21,34,60,46,19,28,16,27,0,11,17,28,393,131,216,119,118,84,15,23,14,22,20,24,10,15
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",599,139,152,87,18,29,111,88,0,11,23,28,0,11,0,11,447,120,238,116,123,73,0,11,0,11,57,48,29,31
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",922,157,16,25,0,11,16,25,0,11,0,11,0,11,0,11,906,157,267,115,238,111,157,133,63,48,101,68,80,60
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",930,114,142,64,54,46,47,31,28,31,13,23,0,11,0,11,788,105,560,108,216,80,12,19,0,11,0,11,0,11
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",663,98,322,68,38,29,182,76,88,46,14,24,0,11,0,11,341,89,195,73,100,69,39,49,7,13,0,11,0,11
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",639,117,0,11,0,11,0,11,0,11,0,11,0,11,0,11,639,117,330,110,243,96,66,52,0,11,0,11,0,11
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",763,169,306,131,0,11,109,78,83,86,99,104,15,26,0,11,457,137,198,104,179,118,16,25,0,11,64,45,0,11
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",413,85,242,65,63,43,74,45,16,26,74,63,15,24,0,11,171,59,131,55,24,25,0,11,0,11,16,26,0,11
1500000US360610086033,360610086033,"Block Group 3, Census Tract 86.03, New York County, New York",402,103,332,94,29,32,122,70,98,49,55,54,0,11,28,45,70,57,14,22,16,26,0,11,0,11,40,46,0,11
1500000US360610086034,360610086034,"Block Group 4, Census Tract 86.03, New York County, New York",887,143,765,140,93,67,288,100,166,101,82,88,97,57,39,45,122,53,41,40,41,31,0,11,16,26,24,39,0,11
1500000US360610087001,360610087001,"Block Group 1, Census Tract 87, New York County, New York",1388,257,579,188,81,77,397,183,53,45,21,34,27,43,0,11,809,261,420,184,339,201,50,62,0,11,0,11,0,11
1500000US360610087002,360610087002,"Block Group 2, Census Tract 87, New York County, New York",632,165,254,146,0,11,200,126,0,11,0,11,30,47,24,40,378,139,91,89,142,88,0,11,29,46,52,61,64,61
1500000US360610087003,360610087003,"Block Group 3, Census Tract 87, New York County, New York",616,191,62,54,0,11,21,36,29,45,0,11,0,11,12,20,554,198,140,82,179,113,229,206,0,11,0,11,6,26
1500000US360610087004,360610087004,"Block Group 4, Census Tract 87, New York County, New York",722,211,216,135,0,11,97,97,119,105,0,11,0,11,0,11,506,195,306,167,160,133,0,11,0,11,40,48,0,11
1500000US360610087005,360610087005,"Block Group 5, Census Tract 87, New York County, New York",577,173,20,32,0,11,0,11,0,11,0,11,20,32,0,11,557,174,294,168,143,106,39,52,0,11,60,68,21,33
1500000US360610088001,360610088001,"Block Group 1, Census Tract 88, New York County, New York",602,161,102,77,20,34,22,34,34,40,26,42,0,11,0,11,500,167,389,164,64,49,36,53,0,11,11,18,0,11
1500000US360610088002,360610088002,"Block Group 2, Census Tract 88, New York County, New York",699,227,178,101,37,48,73,67,29,47,39,44,0,11,0,11,521,215,202,145,231,160,62,72,10,16,16,27,0,11
1500000US360610088003,360610088003,"Block Group 3, Census Tract 88, New York County, New York",732,191,510,141,88,83,134,98,50,48,46,54,164,112,28,43,222,163,101,126,20,32,12,19,33,55,51,58,5,11
1500000US360610088004,360610088004,"Block Group 4, Census Tract 88, New York County, New York",586,191,331,167,90,148,71,58,89,73,71,68,0,11,10,17,255,137,85,75,136,103,0,11,0,11,25,37,9,14
1500000US360610088005,360610088005,"Block Group 5, Census Tract 88, New York County, New York",570,178,247,135,0,11,122,82,61,68,0,11,0,11,64,98,323,132,61,74,112,76,104,93,27,43,19,34,0,11
1500000US360610088006,360610088006,"Block Group 6, Census Tract 88, New York County, New York",715,161,285,94,87,80,126,83,0,11,20,36,52,61,0,11,430,158,162,95,116,90,0,11,40,62,76,71,36,44
1500000US360610088007,360610088007,"Block Group 7, Census Tract 88, New York County, New York",570,187,241,102,11,18,119,89,43,53,39,47,29,46,0,11,329,176,134,98,150,149,15,25,0,11,30,36,0,11
1500000US360610089001,360610089001,"Block Group 1, Census Tract 89, New York County, New York",450,129,160,90,34,52,88,62,16,26,22,34,0,11,0,11,290,144,18,29,106,72,84,96,0,11,66,53,16,26
1500000US360610089002,360610089002,"Block Group 2, Census Tract 89, New York County, New York",810,150,300,94,49,49,194,86,18,28,16,26,16,26,7,15,510,150,219,124,76,58,91,79,7,16,71,50,46,44
1500000US360610089003,360610089003,"Block Group 3, Census Tract 89, New York County, New York",589,129,129,64,61,37,28,31,9,16,31,34,0,11,0,11,460,121,214,107,144,70,51,44,20,32,31,35,0,11
1500000US360610089004,360610089004,"Block Group 4, Census Tract 89, New York County, New York",513,150,117,69,61,49,0,11,18,29,0,11,0,11,38,43,396,145,132,101,218,123,19,30,12,20,0,11,15,22
1500000US360610089005,360610089005,"Block Group 5, Census Tract 89, New York County, New York",696,159,198,106,0,11,79,52,17,27,90,96,12,18,0,11,498,134,118,75,205,98,30,37,13,22,98,79,34,37
1500000US360610090001,360610090001,"Block Group 1, Census Tract 90, New York County, New York",832,201,0,11,0,11,0,11,0,11,0,11,0,11,0,11,832,201,438,181,264,156,17,28,47,53,66,68,0,11
1500000US360610090002,360610090002,"Block Group 2, Census Tract 90, New York County, New York",989,203,211,93,71,59,140,78,0,11,0,11,0,11,0,11,778,193,271,136,297,115,50,50,84,90,76,90,0,11
1500000US360610090003,360610090003,"Block Group 3, Census Tract 90, New York County, New York",424,151,54,56,0,11,54,56,0,11,0,11,0,11,0,11,370,141,124,90,194,115,19,31,0,11,12,19,21,34
1500000US360610090004,360610090004,"Block Group 4, Census Tract 90, New York County, New York",828,238,415,161,96,114,158,103,56,53,67,41,17,31,21,33,413,169,151,82,163,131,24,28,0,11,50,49,25,30
1500000US360610090005,360610090005,"Block Group 5, Census Tract 90, New York County, New York",396,125,247,107,98,63,100,69,28,36,0,11,0,11,21,34,149,68,35,41,27,33,0,11,0,11,87,71,0,11
1500000US360610090006,360610090006,"Block Group 6, Census Tract 90, New York County, New York",747,165,245,112,44,56,190,105,11,18,0,11,0,11,0,11,502,151,271,128,165,99,50,80,0,11,16,26,0,11
1500000US360610091001,360610091001,"Block Group 1, Census Tract 91, New York County, New York",1725,233,694,192,81,86,476,186,54,38,71,75,12,18,0,11,1031,206,322,139,492,177,153,123,50,47,14,23,0,11
1500000US360610091002,360610091002,"Block Group 2, Census Tract 91, New York County, New York",991,178,304,106,24,28,228,98,52,54,0,11,0,11,0,11,687,173,194,96,332,152,90,58,0,11,71,68,0,11
1500000US360610091003,360610091003,"Block Group 3, Census Tract 91, New York County, New York",666,163,74,40,0,11,35,36,12,18,27,32,0,11,0,11,592,159,79,69,236,119,94,101,15,24,117,124,51,66
1500000US360610091004,360610091004,"Block Group 4, Census Tract 91, New York County, New York",636,184,59,47,33,39,0,11,19,27,7,17,0,11,0,11,577,175,309,184,160,82,55,53,14,23,39,48,0,11
1500000US360610092001,360610092001,"Block Group 1, Census Tract 92, New York County, New York",1100,104,76,33,17,16,59,33,0,11,0,11,0,11,0,11,1024,102,533,101,373,85,38,30,29,28,30,24,21,19
1500000US360610093001,360610093001,"Block Group 1, Census Tract 93, New York County, New York",1026,294,860,287,215,241,251,130,262,156,71,82,23,28,38,44,166,95,22,35,61,65,13,21,45,47,25,40,0,11
1500000US360610093002,360610093002,"Block Group 2, Census Tract 93, New York County, New York",649,154,455,155,84,79,184,130,25,30,101,87,36,44,25,41,194,113,15,24,121,82,36,73,0,11,0,11,22,36
1500000US360610093003,360610093003,"Block Group 3, Census Tract 93, New York County, New York",689,220,226,140,72,110,50,52,31,53,36,44,37,64,0,11,463,165,106,103,196,163,92,78,21,34,0,11,48,54
1500000US360610093004,360610093004,"Block Group 4, Census Tract 93, New York County, New York",881,249,154,109,0,11,5,11,149,109,0,11,0,11,0,11,727,251,185,114,92,81,374,248,22,36,54,55,0,11
1500000US360610093005,360610093005,"Block Group 5, Census Tract 93, New York County, New York",563,194,365,204,124,145,176,125,65,106,0,11,0,11,0,11,198,95,126,86,72,70,0,11,0,11,0,11,0,11
1500000US360610093006,360610093006,"Block Group 6, Census Tract 93, New York County, New York",747,224,65,41,0,11,54,43,0,11,11,22,0,11,0,11,682,223,331,224,73,70,76,64,31,54,127,145,44,50
1500000US360610093007,360610093007,"Block Group 7, Census Tract 93, New York County, New York",559,209,144,93,0,11,27,44,78,63,39,51,0,11,0,11,415,201,119,112,109,109,71,84,0,11,102,125,14,22
1500000US360610094001,360610094001,"Block Group 1, Census Tract 94, New York County, New York",20,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,13,3,5,13,14,4,6,0,11,0,11,0,11
1500000US360610095001,360610095001,"Block Group 1, Census Tract 95, New York County, New York",711,97,244,59,67,56,119,40,6,10,39,24,13,16,0,11,467,97,308,74,96,61,24,21,0,11,24,23,15,17
1500000US360610095002,360610095002,"Block Group 2, Census Tract 95, New York County, New York",454,85,180,64,29,25,85,65,56,26,10,14,0,11,0,11,274,73,114,55,121,61,0,11,7,11,32,43,0,11
1500000US360610096001,360610096001,"Block Group 1, Census Tract 96, New York County, New York",128,60,19,19,0,11,15,18,0,11,4,5,0,11,0,11,109,61,46,30,54,52,9,9,0,11,0,11,0,11
1500000US360610097001,360610097001,"Block Group 1, Census Tract 97, New York County, New York",1127,154,737,176,118,98,304,98,135,89,27,32,62,52,91,86,390,134,23,38,93,70,199,106,0,11,59,62,16,25
1500000US360610097002,360610097002,"Block Group 2, Census Tract 97, New York County, New York",416,159,0,11,0,11,0,11,0,11,0,11,0,11,0,11,416,159,51,57,131,67,105,77,86,120,0,11,43,63
1500000US360610097003,360610097003,"Block Group 3, Census Tract 97, New York County, New York",371,75,155,79,53,55,40,36,19,26,14,22,29,33,0,11,216,84,17,27,13,21,38,60,93,57,40,42,15,24
1500000US360610097004,360610097004,"Block Group 4, Census Tract 97, New York County, New York",822,192,50,49,15,23,28,50,7,12,0,11,0,11,0,11,772,189,238,117,411,170,77,67,28,32,0,11,18,28
1500000US360610098001,360610098001,"Block Group 1, Census Tract 98, New York County, New York",504,153,241,134,122,92,80,89,39,48,0,11,0,11,0,11,263,119,90,90,105,101,0,11,44,69,24,38,0,11
1500000US360610098002,360610098002,"Block Group 2, Census Tract 98, New York County, New York",280,123,168,104,0,11,97,81,0,11,71,79,0,11,0,11,112,79,0,11,58,44,0,11,32,52,22,35,0,11
1500000US360610098003,360610098003,"Block Group 3, Census Tract 98, New York County, New York",703,189,283,136,27,43,35,47,71,63,0,11,135,118,15,23,420,189,64,50,314,191,0,11,0,11,0,11,42,52
1500000US360610098004,360610098004,"Block Group 4, Census Tract 98, New York County, New York",711,207,159,74,49,57,110,74,0,11,0,11,0,11,0,11,552,202,125,111,171,138,149,122,55,88,52,58,0,11
1500000US360610098005,360610098005,"Block Group 5, Census Tract 98, New York County, New York",504,144,344,109,41,43,171,100,53,52,28,46,51,57,0,11,160,117,13,21,85,73,54,88,0,11,8,14,0,11
1500000US360610098006,360610098006,"Block Group 6, Census Tract 98, New York County, New York",1040,237,308,174,108,128,72,70,61,71,26,42,41,65,0,11,732,215,185,122,230,156,98,84,92,111,58,56,69,78
1500000US360610098007,360610098007,"Block Group 7, Census Tract 98, New York County, New York",459,133,141,95,0,11,117,107,0,11,0,11,0,11,24,38,318,107,109,80,81,47,0,11,66,77,35,46,27,45
1500000US360610099000,360610099000,"Block Group 0, Census Tract 99, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610099001,360610099001,"Block Group 1, Census Tract 99, New York County, New York",2383,150,354,93,121,54,224,78,0,11,9,14,0,11,0,11,2029,167,1499,176,399,128,55,53,46,52,7,15,23,18
1500000US360610100001,360610100001,"Block Group 1, Census Tract 100, New York County, New York",247,81,117,65,25,25,21,22,27,44,44,39,0,11,0,11,130,74,102,70,18,20,10,16,0,11,0,11,0,11
1500000US360610100002,360610100002,"Block Group 2, Census Tract 100, New York County, New York",970,104,122,61,6,10,40,45,44,45,24,18,8,12,0,11,848,123,373,125,242,80,109,63,40,31,43,49,41,34
1500000US360610101001,360610101001,"Block Group 1, Census Tract 101, New York County, New York",709,80,6,9,6,9,0,11,0,11,0,11,0,11,0,11,703,79,418,85,276,55,0,11,0,11,9,15,0,11
1500000US360610102001,360610102001,"Block Group 1, Census Tract 102, New York County, New York",124,59,36,24,8,9,20,17,3,7,0,11,0,11,5,8,88,58,50,54,38,37,0,11,0,11,0,11,0,11
1500000US360610103001,360610103001,"Block Group 1, Census Tract 103, New York County, New York",1219,113,148,56,0,11,100,57,27,25,0,11,21,19,0,11,1071,110,490,96,354,103,125,78,13,15,64,33,25,27
